symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
LRRC59,1069,-0.24,0.16,-1.5,0.9,0.28
ANKEF1,110,0.79,0.51,1.5,0.9,0.28
TIMM8B,553,-0.33,0.22,-1.5,0.9,0.28
CLPX,844,0.25,0.16,1.5,0.91,0.28
RHOG,2405,-0.3,0.19,-1.5,0.9,0.28
NDOR1,210,-0.72,0.47,-1.5,0.9,0.28
HTT,1209,-0.24,0.15,-1.5,0.9,0.28
RPS16,19731,0.27,0.17,1.5,0.9,0.28
MAP3K2,2198,-0.2,0.13,-1.5,0.9,0.28
RXRB,832,-0.43,0.28,-1.5,0.9,0.28
SUGP2,648,-0.9,0.59,-1.5,0.9,0.28
KCTD17,152,-0.41,0.27,-1.5,0.9,0.28
COA1,536,-0.22,0.15,-1.5,0.9,0.28
RHOT1,1127,-0.27,0.18,-1.5,0.9,0.28
RBMX,4223,0.18,0.12,1.5,0.9,0.28
DDX47,808,0.16,0.1,1.5,0.9,0.28
PIK3CG,1602,0.29,0.19,1.5,0.9,0.28
SLC25A28,454,-0.52,0.34,-1.5,0.9,0.28
ZNF2,95,0.54,0.35,1.5,0.9,0.28
CAPN15,376,-0.45,0.3,-1.5,0.9,0.28
RELB,349,-0.34,0.22,-1.5,0.9,0.28
GRWD1,390,0.38,0.25,1.5,0.9,0.28
SPOCK2,6712,0.64,0.42,1.5,0.9,0.28
IFT172,99,-0.54,0.35,-1.5,0.9,0.28
ADPRH,483,-0.33,0.21,-1.5,0.9,0.28
ACSF2,211,-0.5,0.33,-1.5,0.9,0.28
MTA3,167,0.54,0.35,1.5,0.9,0.28
BAG6,2247,-0.25,0.16,-1.5,0.9,0.28
NSMCE2,464,0.21,0.13,1.5,0.9,0.28
DUSP23,197,-0.42,0.27,-1.5,0.9,0.28
NOMO2,1324,0.41,0.27,1.5,0.9,0.28
SDC3,86,-0.68,0.45,-1.5,0.9,0.28
NDUFS6,636,-0.37,0.24,-1.5,0.9,0.28
PVRIG,250,0.65,0.42,1.5,0.9,0.28
CDK5RAP3,1295,-0.81,0.53,-1.5,0.89,0.28
OCIAD1,1926,0.21,0.14,1.5,0.9,0.28
SMIM8,143,0.36,0.24,1.5,0.89,0.28
IK,2712,0.21,0.14,1.5,0.89,0.28
GPR68,161,0.89,0.59,1.5,0.89,0.28
PPHLN1,1490,0.24,0.16,1.5,0.9,0.28
ITGB7,1961,0.39,0.25,1.5,0.89,0.28
HMG20A,614,0.33,0.21,1.5,0.89,0.28
TMEM91,334,-0.73,0.48,-1.5,0.89,0.28
NLRP12,602,-0.68,0.45,-1.5,0.89,0.28
PLB1,198,-0.52,0.34,-1.5,0.9,0.28
MARS1,1064,-0.39,0.26,-1.5,0.9,0.28
BPGM,355,0.35,0.23,1.5,0.89,0.28
NADSYN1,859,-0.69,0.45,-1.5,0.9,0.28
BRD3OS,421,0.33,0.22,1.5,0.9,0.28
NFYB,639,0.27,0.18,1.5,0.89,0.28
CDK11A,755,-0.9,0.59,-1.5,0.89,0.28
HINT3,744,-0.24,0.16,-1.5,0.89,0.28
LRP3,112,-0.66,0.43,-1.5,0.89,0.28
ASXL2,1259,0.29,0.19,1.5,0.89,0.28
NIT1,333,-0.42,0.28,-1.5,0.89,0.28
DCP2,1688,-0.4,0.26,-1.5,0.89,0.28
MFN2,1464,0.18,0.12,1.5,0.89,0.28
MAP7D1,1642,-0.24,0.16,-1.5,0.89,0.28
SNIP1,339,0.48,0.32,1.5,0.89,0.28
ST6GALNAC4,151,-0.34,0.22,-1.5,0.89,0.28
EPB41L3,1036,-0.33,0.22,-1.5,0.89,0.28
LIAS,236,0.27,0.18,1.5,0.89,0.28
CHN2,368,-0.33,0.21,-1.5,0.89,0.28
C2orf68,803,-0.3,0.2,-1.5,0.89,0.28
CEP192,481,-0.43,0.28,-1.5,0.89,0.28
SF3B1,7039,-0.39,0.26,-1.5,0.89,0.28
PHIP,1375,-0.36,0.24,-1.5,0.89,0.28
GMPS,1031,0.21,0.14,1.5,0.89,0.28
RIN1,143,-0.66,0.43,-1.5,0.89,0.28
PDE12,628,0.33,0.22,1.5,0.89,0.28
POFUT2,211,-0.57,0.37,-1.5,0.89,0.28
PRRC2A,2308,-0.3,0.2,-1.5,0.89,0.28
ENPP4,513,0.68,0.45,1.5,0.89,0.28
CLK2,573,-0.6,0.4,-1.5,0.89,0.28
TENT5C,592,0.64,0.42,1.5,0.89,0.28
THOC2,1178,-0.22,0.15,-1.5,0.89,0.28
MPP1,1355,-0.43,0.29,-1.5,0.89,0.28
JMJD1C,1393,-0.36,0.24,-1.5,0.89,0.28
MED22,420,0.29,0.19,1.5,0.88,0.27
EIF4A1,10079,-0.3,0.2,-1.5,0.88,0.27
RBM47,927,-0.5,0.33,-1.5,0.88,0.27
RNASE6,1316,-0.3,0.2,-1.5,0.88,0.27
SNX18,1758,-0.2,0.13,-1.5,0.88,0.27
ZNF652,1107,-0.57,0.37,-1.5,0.88,0.27
SLC2A13,121,-0.41,0.27,-1.5,0.88,0.27
NEXN,260,-0.55,0.37,-1.5,0.88,0.27
UBAC1,515,-0.38,0.25,-1.5,0.88,0.27
ETS1,24591,0.67,0.45,1.5,0.88,0.27
PRR5L,648,0.69,0.46,1.5,0.88,0.27
BAIAP3,61,-1.29,0.86,-1.5,0.88,0.27
POLA2,246,0.35,0.23,1.5,0.88,0.27
PLEKHB1,458,0.72,0.48,1.5,0.88,0.27
PDE4A,301,-0.51,0.34,-1.5,0.88,0.27
CCNT2,787,-0.45,0.3,-1.5,0.88,0.27
TMEM205,385,-0.42,0.28,-1.5,0.88,0.27
SSR3,2963,-0.26,0.17,-1.5,0.88,0.27
ARHGEF2,1925,-0.24,0.16,-1.5,0.88,0.27
PRPS1,945,0.43,0.29,1.5,0.88,0.27
PPARGC1B,172,-0.72,0.48,-1.5,0.88,0.27
G6PD,1366,-0.28,0.18,-1.5,0.88,0.27
OMA1,455,0.29,0.19,1.5,0.88,0.27
ERAP2,4139,1.28,0.85,1.5,0.88,0.27
ATG16L2,1028,-1.22,0.81,-1.5,0.88,0.27
TMEM70,636,0.69,0.46,1.5,0.88,0.27
PTPN11,1831,0.23,0.15,1.5,0.88,0.27
SHARPIN,270,-0.32,0.21,-1.5,0.88,0.27
AP1S2,7296,-0.31,0.21,-1.5,0.88,0.27
MTA1,525,-0.5,0.33,-1.5,0.88,0.27
SLC8A1,845,-0.4,0.27,-1.5,0.88,0.27
ZNF623,539,0.43,0.28,1.5,0.88,0.27
BCDIN3D,169,0.59,0.39,1.5,0.88,0.27
PPTC7,1332,-0.17,0.11,-1.5,0.88,0.27
LILRB3,1305,-0.62,0.41,-1.5,0.88,0.27
HACD2,1236,0.3,0.2,1.5,0.88,0.27
CEP43,148,-0.47,0.31,-1.5,0.88,0.27
ZNF337.AS1,72,-0.68,0.45,-1.5,0.88,0.27
UICLM,113,-2.17,1.44,-1.5,0.88,0.27
ZNF595,178,0.74,0.49,1.5,0.88,0.27
RCN1,537,-0.34,0.23,-1.5,0.88,0.27
STK25,633,-0.53,0.35,-1.5,0.88,0.27
TRIM3,119,-0.82,0.55,-1.5,0.88,0.27
ZNF92,519,0.49,0.33,1.5,0.88,0.27
UBE2Q1,1424,0.15,0.1,1.5,0.88,0.27
TPCN1,847,-0.57,0.38,-1.5,0.88,0.27
FAM200A,188,0.48,0.32,1.5,0.88,0.27
IGKV3.20,413,0.81,0.54,1.5,0.88,0.27
ABCA7,480,-0.91,0.6,-1.5,0.87,0.27
TARBP2,205,-0.46,0.31,-1.5,0.87,0.27
KIAA1671,138,0.87,0.58,1.5,0.87,0.27
ZNF254,209,0.45,0.3,1.5,0.87,0.27
CAPRIN2,204,-0.78,0.52,-1.5,0.87,0.27
ATPAF1,673,0.24,0.16,1.5,0.87,0.27
OTUD1,565,-0.36,0.24,-1.5,0.87,0.27
ABLIM1,3874,0.75,0.5,1.5,0.87,0.27
WIPI1,221,-0.42,0.28,-1.5,0.87,0.27
ZNF550,269,0.4,0.27,1.5,0.87,0.27
RBM26,1294,-0.33,0.22,-1.5,0.87,0.27
GSTO1,2416,-0.37,0.25,-1.5,0.87,0.27
ERCC1,547,-0.33,0.22,-1.5,0.87,0.27
ATPAF2,233,-0.37,0.25,-1.5,0.87,0.27
SPG7,753,-0.52,0.35,-1.5,0.87,0.27
BAZ2B.AS1,79,-0.66,0.44,-1.5,0.87,0.27
CTSA,3109,-0.47,0.31,-1.5,0.87,0.27
PRPF19,1461,0.22,0.14,1.5,0.87,0.27
NDUFA2,715,-0.27,0.18,-1.5,0.87,0.27
GAK,1004,-0.37,0.24,-1.5,0.87,0.27
FCRL6,389,0.84,0.56,1.5,0.87,0.27
C8orf33,591,0.33,0.22,1.5,0.87,0.27
ZNF669,102,0.61,0.41,1.5,0.87,0.27
TNK2,840,-0.65,0.43,-1.5,0.87,0.27
DTWD1,257,0.29,0.19,1.5,0.87,0.27
NKTR,1224,-0.93,0.62,-1.5,0.87,0.27
CRACR2A,281,0.37,0.25,1.5,0.87,0.27
AP3S2,741,0.39,0.26,1.5,0.87,0.27
L3MBTL3,395,0.33,0.22,1.5,0.87,0.27
FAM131B.AS2,174,-0.44,0.3,-1.5,0.87,0.27
PDS5B,869,0.35,0.23,1.5,0.87,0.27
BRPF3,382,0.4,0.27,1.5,0.87,0.27
CBX7,885,0.5,0.33,1.5,0.87,0.27
HNRNPUL1,4690,0.17,0.12,1.5,0.87,0.27
TTC1,1243,0.24,0.16,1.5,0.87,0.27
TSR2,850,0.23,0.16,1.5,0.87,0.27
JAK1,7496,0.31,0.21,1.5,0.87,0.27
UBXN2A,380,0.33,0.22,1.5,0.87,0.27
RSRC1,344,0.26,0.17,1.5,0.87,0.27
SGMS1,426,-0.37,0.25,-1.5,0.87,0.27
RCAN3AS,120,-0.66,0.44,-1.5,0.87,0.27
PRPF6,1803,0.26,0.18,1.5,0.87,0.27
PIDD1,109,-1,0.67,-1.5,0.87,0.27
MARK4,343,0.38,0.25,1.5,0.87,0.27
USP14,1102,0.37,0.25,1.5,0.87,0.27
POLR3GL,1105,0.2,0.13,1.5,0.86,0.27
PABPC1,43122,0.23,0.15,1.5,0.86,0.27
GSS,438,-0.24,0.16,-1.5,0.86,0.27
RPS12,29617,0.28,0.19,1.5,0.86,0.27
CASP8AP2,660,0.42,0.28,1.5,0.86,0.27
FAM110A,504,-0.39,0.26,-1.5,0.86,0.27
ERMARD,175,-0.47,0.31,-1.5,0.86,0.27
BMP2K,576,-0.38,0.26,-1.5,0.86,0.27
SIGLEC10,1245,-0.34,0.23,-1.5,0.86,0.27
SFXN5,193,-0.52,0.35,-1.5,0.86,0.27
PPP1R21,679,-0.23,0.16,-1.5,0.86,0.27
GSTM4,119,0.73,0.49,1.5,0.86,0.27
NFATC3,1919,0.58,0.39,1.5,0.86,0.27
CPOX,321,-0.39,0.26,-1.5,0.86,0.27
DIS3,903,0.27,0.18,1.5,0.86,0.27
ZNF17,125,0.44,0.3,1.5,0.86,0.27
MT.RNR1,264857,-1.47,0.99,-1.5,0.86,0.27
MGST2,400,-0.45,0.3,-1.5,0.86,0.27
IQCE,208,-0.44,0.29,-1.5,0.86,0.27
PLBD1,4044,-0.52,0.35,-1.5,0.86,0.27
WBP2,1899,-0.24,0.16,-1.5,0.86,0.27
ZFC3H1,886,-0.83,0.56,-1.5,0.86,0.27
SCAF11,3350,0.19,0.13,1.5,0.86,0.27
ABHD13,914,0.26,0.18,1.5,0.86,0.27
TMX1,1821,-0.36,0.24,-1.5,0.86,0.27
G6PC3,283,-0.38,0.25,-1.5,0.86,0.27
RPS8,38614,0.29,0.2,1.5,0.86,0.27
PIK3R1,2972,0.39,0.26,1.5,0.86,0.27
ST8SIA6,113,0.81,0.54,1.5,0.86,0.27
MYSM1,689,-0.56,0.38,-1.5,0.86,0.27
CLEC4D,326,-0.53,0.36,-1.5,0.86,0.27
TMEM179B,443,-0.28,0.19,-1.5,0.86,0.27
RYR1,92,-0.66,0.45,-1.5,0.86,0.27
ZNF493,309,0.43,0.29,1.5,0.86,0.27
ZNF624,153,0.34,0.23,1.5,0.86,0.27
CAD,419,0.38,0.25,1.5,0.86,0.27
MAP4K5,346,-0.42,0.28,-1.5,0.86,0.27
SMARCD1,873,0.25,0.17,1.5,0.86,0.27
MCM3,976,0.37,0.25,1.5,0.86,0.27
UTP25,396,0.44,0.3,1.5,0.86,0.27
NDFIP1,4254,0.25,0.17,1.5,0.86,0.27
TIMM10B,578,0.29,0.2,1.5,0.86,0.27
RPS27A,35183,0.3,0.2,1.5,0.86,0.27
UGCG,713,-0.36,0.24,-1.5,0.86,0.27
HS2ST1,807,0.33,0.23,1.5,0.86,0.27
HDHD2,777,0.34,0.23,1.5,0.86,0.27
BCL2,3535,0.73,0.49,1.5,0.86,0.27
SNHG1,813,0.58,0.39,1.5,0.86,0.27
FMC1.LUC7L2,351,0.54,0.37,1.5,0.86,0.27
CDA,471,-0.65,0.44,-1.5,0.86,0.27
ITGA6,1986,0.54,0.36,1.5,0.86,0.27
EIF3M,3854,-0.22,0.15,-1.5,0.86,0.27
C15orf39,1221,-0.33,0.23,-1.5,0.86,0.27
GFPT1,528,0.37,0.25,1.5,0.86,0.27
LNPEP,3772,0.3,0.21,1.5,0.86,0.27
SYNJ1,432,-0.36,0.25,-1.5,0.85,0.27
RRP15,343,0.34,0.23,1.5,0.85,0.27
RPL31,27279,0.27,0.18,1.5,0.85,0.27
FAM3A,265,-0.4,0.27,-1.5,0.85,0.27
ADGRE5,5378,-0.24,0.17,-1.5,0.85,0.27
RAC2,7226,0.25,0.17,1.5,0.85,0.27
BLTP1,1139,-0.44,0.3,-1.5,0.85,0.27
PSTPIP1,785,-0.41,0.27,-1.5,0.85,0.27
RPS11,40695,0.25,0.17,1.5,0.85,0.27
MRPS28,349,-0.27,0.18,-1.5,0.85,0.27
DNAJB12,747,-0.32,0.22,-1.5,0.85,0.27
CAPN2,5376,-0.16,0.11,-1.5,0.85,0.27
HNRNPA3,6306,0.19,0.13,1.5,0.85,0.27
FAM53B,1682,0.24,0.17,1.5,0.85,0.27
SMN2,576,0.67,0.45,1.5,0.85,0.27
CRIP1,1926,-0.51,0.35,-1.5,0.85,0.27
SNHG7,374,0.53,0.36,1.5,0.85,0.27
SREBF1,362,-0.57,0.39,-1.5,0.85,0.27
UNG,285,0.47,0.32,1.5,0.85,0.27
DCAF1,624,0.4,0.27,1.5,0.85,0.27
DUSP7,683,-0.31,0.21,-1.5,0.85,0.27
IL1RAP,331,-0.31,0.21,-1.5,0.85,0.27
ACTR6,621,0.31,0.21,1.5,0.85,0.27
SLC2A1,434,0.47,0.32,1.5,0.85,0.27
CHCHD5,165,-0.38,0.26,-1.5,0.85,0.27
HABP4,306,0.53,0.36,1.5,0.85,0.27
PREPL,898,0.44,0.3,1.5,0.85,0.27
PARP9,1648,-0.48,0.33,-1.5,0.85,0.27
RAPGEF6,1670,0.64,0.43,1.5,0.85,0.27
SEC22C,619,0.2,0.14,1.5,0.85,0.27
POLR2E,1766,-0.26,0.18,-1.5,0.85,0.27
NME4,215,0.47,0.32,1.5,0.85,0.27
TNNT1,136,-0.94,0.64,-1.5,0.85,0.27
STK11,800,-0.28,0.19,-1.5,0.85,0.27
VPS4B,2088,0.3,0.2,1.5,0.85,0.27
WDR24,115,-0.31,0.21,-1.5,0.85,0.27
ZNF141,354,0.45,0.3,1.5,0.85,0.27
NASP,1145,0.24,0.17,1.5,0.85,0.27
WDTC1,1234,0.22,0.15,1.5,0.85,0.27
C11orf24,186,-0.33,0.22,-1.5,0.85,0.27
TCEA1,2934,0.26,0.18,1.5,0.85,0.27
SPOUT1,437,-0.32,0.21,-1.5,0.85,0.27
CLCN6,257,-0.61,0.42,-1.5,0.85,0.27
ATP6V0A1,527,-0.43,0.29,-1.5,0.85,0.27
SBNO2,571,-0.57,0.39,-1.5,0.84,0.27
IPCEF1,1424,0.49,0.34,1.5,0.85,0.27
ARHGEF1,3896,-0.54,0.37,-1.5,0.85,0.27
CHPT1,610,-0.33,0.23,-1.5,0.84,0.27
GNPTAB,2031,0.42,0.28,1.5,0.84,0.27
HMGN3,652,-0.32,0.22,-1.5,0.85,0.27
PLAGL1,231,-0.56,0.38,-1.5,0.84,0.27
CCR7,2581,0.74,0.5,1.5,0.85,0.27
DCTD,915,0.22,0.15,1.5,0.85,0.27
BLOC1S1,847,-0.31,0.21,-1.5,0.85,0.27
KYAT3,591,-0.16,0.11,-1.5,0.85,0.27
CD27,1052,0.6,0.41,1.5,0.85,0.27
OSBPL11,1258,-0.25,0.17,-1.5,0.85,0.27
OGT,3791,-0.66,0.45,-1.5,0.85,0.27
PTGES2,301,-0.28,0.19,-1.5,0.85,0.27
CD1C,538,-0.53,0.36,-1.5,0.85,0.27
RACGAP1,175,0.4,0.28,1.5,0.84,0.27
IGFBP7,356,-0.4,0.27,-1.5,0.85,0.27
MRPL1,328,0.36,0.24,1.5,0.85,0.27
ZNF32,480,0.29,0.2,1.5,0.85,0.27
ZNF561,797,0.44,0.3,1.5,0.84,0.27
GRK2,4627,-0.35,0.24,-1.5,0.84,0.27
NFATC2IP,854,-0.49,0.34,-1.5,0.84,0.27
DPP7,1021,-0.36,0.25,-1.5,0.85,0.27
HNRNPA0,2840,0.24,0.16,1.5,0.84,0.27
POGLUT3,354,0.62,0.42,1.5,0.85,0.27
TRBC1,2846,0.64,0.44,1.5,0.84,0.27
DNAJC9,406,0.41,0.28,1.5,0.84,0.27
CCL5,6767,0.68,0.47,1.5,0.84,0.27
SDHAP1.1,179,-0.89,0.61,-1.5,0.84,0.27
ZMAT2,2254,0.19,0.13,1.5,0.84,0.27
RGL2,546,-0.79,0.54,-1.5,0.84,0.27
DLAT,641,0.34,0.23,1.5,0.84,0.27
NXT2,542,0.32,0.22,1.5,0.84,0.27
BID,1287,-0.39,0.26,-1.5,0.84,0.27
SOCS6,141,-0.5,0.34,-1.5,0.84,0.27
NCAPD2,1156,0.41,0.28,1.5,0.84,0.27
CDKN1B,2830,0.35,0.24,1.5,0.84,0.27
PTP4A1,1499,-0.17,0.12,-1.5,0.84,0.27
NOTCH2,5362,-0.33,0.22,-1.5,0.84,0.27
KDELR2,1267,-0.31,0.21,-1.5,0.84,0.27
RPL7L1,1634,0.29,0.2,1.5,0.84,0.27
MINDY3,192,-0.57,0.39,-1.5,0.84,0.27
MRAS,185,-0.63,0.43,-1.5,0.84,0.27
ACSL6,483,0.73,0.5,1.5,0.84,0.27
DVL3,594,-0.33,0.23,-1.5,0.84,0.27
TMCC3,315,0.34,0.23,1.5,0.84,0.27
CCNK,1082,0.3,0.21,1.5,0.84,0.27
C1QBP,1711,0.24,0.16,1.5,0.84,0.27
UST,135,0.45,0.31,1.5,0.84,0.27
SLTM,1363,-0.38,0.26,-1.5,0.84,0.27
RAB39B,257,0.48,0.33,1.5,0.84,0.27
UQCRQ,617,-0.3,0.21,-1.5,0.84,0.27
TAF1D,1116,-0.28,0.19,-1.5,0.84,0.26
BAG5,1088,0.31,0.21,1.5,0.84,0.26
STK17B,9455,-0.27,0.19,-1.5,0.84,0.26
MED1,1323,0.38,0.26,1.5,0.84,0.26
MANBA,1203,-0.34,0.24,-1.5,0.84,0.26
IQGAP1,10674,-0.26,0.18,-1.5,0.84,0.26
ZNF286A,156,0.45,0.31,1.5,0.84,0.26
RNF31,686,-0.42,0.29,-1.5,0.84,0.26
HTD2,172,0.73,0.5,1.5,0.84,0.26
MOGS,610,-0.3,0.21,-1.5,0.84,0.26
ZNF419,170,0.39,0.27,1.5,0.84,0.26
CLK3,786,-0.36,0.25,-1.5,0.84,0.26
YOD1,288,-0.54,0.37,-1.5,0.84,0.26
ZNF318,866,0.33,0.23,1.5,0.83,0.26
REL,1049,0.33,0.23,1.5,0.83,0.26
SERPINB2,76,-0.82,0.56,-1.5,0.83,0.26
TSPAN2,358,0.45,0.31,1.5,0.83,0.26
SLAIN1,324,0.59,0.41,1.5,0.83,0.26
TKFC,363,-0.29,0.2,-1.5,0.83,0.26
MAGED1,390,0.36,0.25,1.5,0.83,0.26
PARVB,690,-0.59,0.4,-1.5,0.83,0.26
PADI2,524,-0.66,0.46,-1.4,0.83,0.26
ZNF518A,691,-0.28,0.2,-1.4,0.83,0.26
GABPB1,400,0.29,0.2,1.4,0.83,0.26
SQOR,1914,-0.27,0.18,-1.4,0.83,0.26
TRMT10C,498,0.42,0.29,1.4,0.83,0.26
DDX20,423,0.33,0.23,1.4,0.83,0.26
DNAJC7,1606,-0.17,0.11,-1.4,0.83,0.26
FUS,4117,-0.23,0.16,-1.4,0.83,0.26
THOC6,337,-0.29,0.2,-1.4,0.83,0.26
DNAJB1,2129,0.28,0.19,1.4,0.83,0.26
CD180,821,0.49,0.34,1.4,0.83,0.26
DDX10,346,0.41,0.29,1.4,0.83,0.26
FCHSD1,481,-0.85,0.59,-1.4,0.83,0.26
WAS,3026,-0.2,0.14,-1.4,0.83,0.26
ANKRD44,2288,-0.24,0.17,-1.4,0.83,0.26
PIBF1,250,0.35,0.24,1.4,0.83,0.26
KCTD9,425,0.37,0.26,1.4,0.83,0.26
HPCAL1,896,-0.22,0.15,-1.4,0.83,0.26
FAM20B,986,0.22,0.15,1.4,0.83,0.26
MED28,1452,0.29,0.2,1.4,0.83,0.26
OPTN,1341,0.49,0.34,1.4,0.83,0.26
TMEM204,337,0.57,0.39,1.4,0.83,0.26
BEX2,188,0.64,0.44,1.4,0.83,0.26
PAK1,2169,-0.35,0.24,-1.4,0.83,0.26
MBIP,259,0.29,0.2,1.4,0.83,0.26
SNED1,90,-0.92,0.64,-1.4,0.83,0.26
NSMCE1,771,0.2,0.14,1.4,0.83,0.26
TSEN34,447,-0.33,0.23,-1.4,0.83,0.26
EIF2AK3,563,0.38,0.26,1.4,0.83,0.26
ZC3H12D,190,-0.69,0.48,-1.4,0.83,0.26
C5orf24,423,-0.41,0.29,-1.4,0.83,0.26
SELENOF,4276,0.16,0.11,1.4,0.83,0.26
ARL4C,5380,0.56,0.39,1.4,0.83,0.26
GOLGA8N,239,-0.63,0.44,-1.4,0.83,0.26
IGKV1.12,45,0.88,0.61,1.4,0.83,0.26
NCAL1,74,0.7,0.49,1.4,0.83,0.26
PGD,5220,-0.39,0.27,-1.4,0.83,0.26
SCML4,528,0.43,0.3,1.4,0.82,0.26
NAXE,517,0.31,0.21,1.4,0.82,0.26
ADAMTS10,92,-1.17,0.81,-1.4,0.82,0.26
SLC29A3,178,-0.45,0.32,-1.4,0.82,0.26
TMEM147.AS1,75,-1.06,0.73,-1.4,0.82,0.26
FZD3,60,0.85,0.59,1.4,0.82,0.26
MED13L,1527,-0.19,0.13,-1.4,0.82,0.26
BNIP3,258,0.28,0.2,1.4,0.82,0.26
EME2,210,-1.08,0.75,-1.4,0.82,0.26
MTOR,642,-0.41,0.28,-1.4,0.82,0.26
TMEM161B.DT,148,0.49,0.34,1.4,0.82,0.26
CENPT,392,-0.76,0.53,-1.4,0.82,0.26
GMFG,4219,-0.24,0.17,-1.4,0.82,0.26
COP1,1110,-0.28,0.19,-1.4,0.82,0.26
AP5Z1,358,-0.41,0.28,-1.4,0.82,0.26
BAK1,574,-0.18,0.13,-1.4,0.82,0.26
DNAAF9,182,-0.42,0.3,-1.4,0.82,0.26
PSMA3,1133,-0.23,0.16,-1.4,0.82,0.26
TMEM106B,1240,0.4,0.28,1.4,0.82,0.26
VAMP8,3532,-0.23,0.16,-1.4,0.82,0.26
GCH1,1385,-0.3,0.21,-1.4,0.82,0.26
NAPG,391,-0.27,0.19,-1.4,0.82,0.26
PHC2,1179,-0.32,0.22,-1.4,0.82,0.26
CD96,2342,0.64,0.45,1.4,0.82,0.26
SPSB3,395,-0.46,0.32,-1.4,0.82,0.26
COG1,516,-0.27,0.19,-1.4,0.82,0.26
CRK,678,-0.26,0.18,-1.4,0.82,0.26
ZNF146,1900,0.33,0.23,1.4,0.82,0.26
RNF213,5252,-0.48,0.33,-1.4,0.82,0.26
RAP2B,2578,-0.27,0.19,-1.4,0.82,0.26
IRS2,698,-0.46,0.32,-1.4,0.82,0.26
ZNF567,161,0.39,0.27,1.4,0.82,0.26
PTPN1,1514,0.3,0.21,1.4,0.82,0.26
ITGB2.AS1,351,-0.98,0.69,-1.4,0.82,0.26
MIR23AHG,223,-1.69,1.18,-1.4,0.82,0.26
ATG5,841,0.22,0.16,1.4,0.82,0.26
SLAIN2,1628,0.45,0.31,1.4,0.82,0.26
SKP1,3653,0.2,0.14,1.4,0.82,0.26
COX20,770,0.2,0.14,1.4,0.82,0.26
TAX1BP3,417,-0.43,0.3,-1.4,0.82,0.26
PITPNB,1364,0.26,0.18,1.4,0.82,0.26
SCD,175,0.35,0.24,1.4,0.82,0.26
LINC02908,120,-1.1,0.77,-1.4,0.82,0.26
TFEB,564,-0.37,0.26,-1.4,0.82,0.26
MYPOP,91,-0.41,0.29,-1.4,0.82,0.26
MYCBP,871,-0.26,0.18,-1.4,0.82,0.26
RPLP2,18558,0.27,0.19,1.4,0.82,0.26
RIN3,2155,-0.23,0.16,-1.4,0.81,0.26
SETD6,290,-0.43,0.3,-1.4,0.81,0.26
EXOC2,716,0.43,0.3,1.4,0.81,0.26
VAMP4,677,0.24,0.17,1.4,0.81,0.26
IFI44L,1047,-1.46,1.02,-1.4,0.81,0.26
C18orf21,284,-0.3,0.21,-1.4,0.81,0.26
TMF1,1212,0.24,0.17,1.4,0.81,0.26
BDH2,269,0.45,0.32,1.4,0.81,0.26
ARSK,135,0.41,0.29,1.4,0.81,0.26
UBE2E1,1099,0.25,0.17,1.4,0.81,0.26
UBB,7524,0.24,0.17,1.4,0.82,0.26
PRR14L,709,-0.38,0.26,-1.4,0.81,0.26
FAM169A,127,0.77,0.54,1.4,0.81,0.26
LIPN,178,-0.47,0.33,-1.4,0.81,0.26
NATD1,332,-0.26,0.18,-1.4,0.81,0.26
SYNRG,2040,0.42,0.3,1.4,0.81,0.26
SGK3,817,-0.3,0.21,-1.4,0.81,0.26
PDGFC,176,-0.65,0.45,-1.4,0.81,0.26
ALG9,201,-0.5,0.35,-1.4,0.81,0.26
EFL1,442,0.24,0.17,1.4,0.81,0.26
LAMTOR4,1166,-0.35,0.25,-1.4,0.81,0.26
OXA1L,2081,-0.16,0.12,-1.4,0.81,0.26
GPATCH2L,883,-0.33,0.23,-1.4,0.81,0.26
FBXL19,182,-0.32,0.23,-1.4,0.81,0.26
NPHP3,208,-0.76,0.53,-1.4,0.81,0.26
FRMD4B,331,-0.5,0.35,-1.4,0.81,0.26
RAN,4059,0.2,0.14,1.4,0.81,0.26
ZNF514,163,-0.58,0.41,-1.4,0.81,0.26
LIN7C,464,-0.42,0.3,-1.4,0.81,0.26
SLCO4C1,226,0.61,0.43,1.4,0.81,0.26
UNC119,637,-0.35,0.25,-1.4,0.81,0.26
DENR,1668,0.15,0.11,1.4,0.81,0.26
GNPTG,697,-0.26,0.19,-1.4,0.81,0.26
ANKRD42,201,-0.42,0.29,-1.4,0.81,0.26
ZGPAT,418,-0.29,0.2,-1.4,0.81,0.26
SLC39A13.AS1,1337,-0.5,0.35,-1.4,0.81,0.26
USP11,577,0.43,0.3,1.4,0.81,0.26
YWHAE,3817,-0.28,0.2,-1.4,0.81,0.26
APBB3,152,-1.17,0.83,-1.4,0.81,0.26
DNMT1,973,-0.23,0.16,-1.4,0.81,0.26
ZDHHC12,224,-0.28,0.2,-1.4,0.81,0.26
RIOX1,226,0.36,0.25,1.4,0.81,0.26
MSRB3,99,-0.83,0.59,-1.4,0.81,0.26
UBE2H,1757,0.32,0.22,1.4,0.81,0.26
ZNF564,277,0.38,0.27,1.4,0.81,0.26
PRELID3B,1220,0.23,0.17,1.4,0.81,0.26
NACC2,935,-0.36,0.26,-1.4,0.81,0.26
