symbol,baseMean,log2FoldChange,lfcSE,stat,minus_log10_pvalue,minus_log10_padjvalue
VCP,4317,-0.147,0.1,-1.7,1.05,0.13
ZWILCH,235,-0.147,0.2,-0.7,0.34,0.03
CABIN1,666,-0.148,0.2,-1,0.48,0.05
CACNA1D,3,-0.148,1.1,-0.1,0.05,0
CENPB,1331,-0.148,0.1,-1.7,1.04,0.13
CLTCL1,42,-0.148,0.5,-0.3,0.13,0.01
CRIM1,138,-0.148,0.3,-0.6,0.25,0.02
CYB561,349,-0.148,0.2,-0.7,0.3,0.02
EEF2K,236,-0.148,0.2,-0.8,0.37,0.03
FGF14.AS2,12,-0.148,0.4,-0.4,0.14,0.01
FNDC3B,456,-0.148,0.2,-0.7,0.3,0.02
GSE1,505,-0.148,0.2,-0.7,0.32,0.03
IVNS1ABP,2025,-0.148,0.1,-1.6,0.97,0.12
NFKBIL1,159,-0.148,0.1,-1.4,0.77,0.09
NFRKB,347,-0.148,0.2,-0.9,0.41,0.04
NPIPB15,11,-0.148,0.9,-0.2,0.06,0
RFLNB,1529,-0.148,0.2,-0.8,0.37,0.03
SIK2,297,-0.148,0.1,-1.3,0.72,0.08
SIMC1,128,-0.148,0.1,-1,0.52,0.05
SNX4,577,-0.148,0.1,-1.5,0.85,0.1
SPATC1L,62,-0.148,0.5,-0.3,0.11,0.01
TSTD3,55,-0.148,0.4,-0.4,0.17,0.01
TTN.AS1,109,-0.148,0.2,-0.6,0.26,0.02
XPOT,1518,-0.148,0.1,-1.4,0.82,0.1
C3orf86P.1,20,-0.149,0.4,-0.3,0.14,0.01
CSTF2T,925,-0.149,0.1,-1,0.52,0.05
DR1,3154,-0.149,0.1,-1.2,0.6,0.07
ECHDC2,129,-0.149,0.3,-0.5,0.23,0.02
EFNA3,31,-0.149,0.3,-0.6,0.25,0.02
GLS,2581,-0.149,0.1,-1,0.51,0.05
GPR141,301,-0.149,0.3,-0.5,0.2,0.01
GTDC1,394,-0.149,0.1,-1,0.51,0.05
HNRNPF,6573,-0.149,0.1,-1.3,0.73,0.08
LRP8,83,-0.149,0.3,-0.5,0.21,0.01
MFSD4B,115,-0.149,0.2,-0.7,0.29,0.02
MSANTD3.TMEFF1,20,-0.149,0.3,-0.4,0.18,0.01
NANP,77,-0.149,0.2,-0.7,0.31,0.02
NDEL1,670,-0.149,0.1,-1.4,0.79,0.09
SRCAP,323,-0.149,0.3,-0.4,0.18,0.01
TRDC,830,-0.149,0.3,-0.5,0.19,0.01
USP48,974,-0.149,0.1,-1.1,0.59,0.06
ZDHHC5,1440,-0.149,0.1,-1.9,1.25,0.16
ADNP2,534,-0.15,0.1,-1.2,0.65,0.07
AMER1,120,-0.15,0.2,-0.8,0.39,0.04
ARHGEF3,2851,-0.15,0.2,-0.8,0.4,0.04
B3GNT2,883,-0.15,0.2,-0.9,0.41,0.04
B3GNT5,141,-0.15,0.4,-0.4,0.17,0.01
CCNK,1107,-0.15,0.1,-1.4,0.82,0.1
CEP126,35,-0.15,0.4,-0.4,0.16,0.01
DGKZ,1883,-0.15,0.1,-1,0.52,0.05
GGT7,86,-0.15,0.2,-0.7,0.33,0.03
HMGB1P3,6,-0.15,1.5,-0.1,0.03,0
PEX6,302,-0.15,0.3,-0.6,0.25,0.02
PPP2R5E,1294,-0.15,0.1,-1.5,0.85,0.1
RHOF,1219,-0.15,0.1,-1.1,0.56,0.06
SLC35E2A,9,-0.15,1,-0.1,0.05,0
SP3,2366,-0.15,0.1,-1.6,0.97,0.12
TSHZ1,610,-0.15,0.1,-1,0.5,0.05
VPS26C,1483,-0.15,0.1,-1.7,1.09,0.14
ZNF664,1294,-0.15,0.1,-1.4,0.75,0.09
ANLN,25,-0.151,0.5,-0.3,0.13,0.01
AZI2,982,-0.151,0.2,-1,0.47,0.05
BAZ1B,1179,-0.151,0.1,-1.2,0.62,0.07
CA5BP1.1,109,-0.151,0.2,-0.8,0.4,0.04
CTDNEP1,2490,-0.151,0.1,-2,1.37,0.19
DHDDS,291,-0.151,0.2,-1,0.47,0.05
FAM53A,9,-0.151,0.5,-0.3,0.12,0.01
GPR137B,378,-0.151,0.2,-0.7,0.34,0.03
LDOC1,82,-0.151,0.4,-0.4,0.16,0.01
MAPK3,670,-0.151,0.1,-1.6,0.92,0.11
PALD1,20,-0.151,0.3,-0.5,0.21,0.01
PAQR4,98,-0.151,0.3,-0.6,0.25,0.02
POLR2B,2440,-0.151,0.1,-1.3,0.71,0.08
PRMT2,2316,-0.151,0.2,-0.9,0.44,0.05
SEL1L3,2202,-0.151,0.2,-0.7,0.31,0.02
SMU1,1600,-0.151,0.1,-1.4,0.76,0.09
TBC1D13,432,-0.151,0.1,-1.4,0.77,0.09
TMC8,1928,-0.151,0.2,-0.7,0.32,0.03
TNFAIP3,1044,-0.151,0.1,-1.1,0.57,0.06
TPRG1L,1254,-0.151,0.1,-1.3,0.74,0.08
VDR,248,-0.151,0.2,-0.6,0.27,0.02
ZNF184,196,-0.151,0.1,-1.1,0.56,0.06
ZNF518A,522,-0.151,0.1,-1.4,0.77,0.09
ATP9B,245,-0.152,0.1,-1,0.51,0.05
CCDC25,842,-0.152,0.2,-1,0.48,0.05
CISD1,219,-0.152,0.2,-0.9,0.42,0.04
DIS3L,543,-0.152,0.1,-1.2,0.64,0.07
ELMOD2,514,-0.152,0.1,-1.3,0.68,0.08
EML3,775,-0.152,0.2,-0.8,0.36,0.03
HIBADH,378,-0.152,0.1,-1.3,0.75,0.08
LIN7A,154,-0.152,0.4,-0.3,0.14,0.01
LYSMD3,676,-0.152,0.1,-1.1,0.57,0.06
MAP3K2,1878,-0.152,0.1,-1.6,0.92,0.11
MIR29B2CHG,35,-0.152,0.3,-0.5,0.2,0.01
MRPL10,700,-0.152,0.1,-1.2,0.67,0.07
PFN1P2.1,5,-0.152,0.7,-0.2,0.08,0.01
PPME1,230,-0.152,0.2,-1,0.48,0.05
RAB39A,22,-0.152,0.3,-0.5,0.2,0.01
RAPGEF6,1508,-0.152,0.2,-0.7,0.3,0.02
RARG,176,-0.152,0.1,-1.1,0.55,0.06
SECTM1,1276,-0.152,0.4,-0.4,0.17,0.01
SLC35A2,205,-0.152,0.1,-1.3,0.73,0.08
TMEM70,719,-0.152,0.2,-0.7,0.31,0.03
ZMAT4,4,-0.152,0.8,-0.2,0.07,0
ZNF516,384,-0.152,0.3,-0.5,0.19,0.01
ACLY,2175,-0.153,0.1,-2.1,1.41,0.2
ATRX,1461,-0.153,0.1,-1.2,0.67,0.07
CBX7,851,-0.153,0.2,-0.7,0.3,0.02
CCL4L2,58,-0.153,0.4,-0.4,0.18,0.01
CD84,1057,-0.153,0.2,-0.7,0.33,0.03
CHD3,2098,-0.153,0.2,-0.7,0.32,0.03
CTBP1.AS,35,-0.153,0.6,-0.3,0.1,0.01
DHX58,205,-0.153,0.2,-0.6,0.28,0.02
EXOC3L2,5,-0.153,0.8,-0.2,0.07,0.01
FAM110A,435,-0.153,0.2,-0.7,0.33,0.03
GMPPB,251,-0.153,0.2,-0.8,0.35,0.03
GSTM4,195,-0.153,0.3,-0.5,0.23,0.02
IGKV1D.16,15,-0.153,0.6,-0.3,0.1,0.01
KCTD21.AS1,30,-0.153,0.4,-0.4,0.16,0.01
PDHX,329,-0.153,0.1,-1.4,0.76,0.09
PDIA4,1927,-0.153,0.1,-1.1,0.6,0.07
PEAK1,262,-0.153,0.2,-0.7,0.3,0.02
PPM1L,423,-0.153,0.2,-0.8,0.39,0.04
PSMF1,1882,-0.153,0.1,-1.7,1.03,0.13
RABGAP1,688,-0.153,0.1,-1.5,0.89,0.11
RAP2A,1223,-0.153,0.1,-1.1,0.57,0.06
SF1,3646,-0.153,0.1,-1,0.52,0.05
UBR7,890,-0.153,0.1,-1.3,0.71,0.08
ZFP90,549,-0.153,0.1,-1.2,0.65,0.07
ZNF624,151,-0.153,0.2,-0.9,0.45,0.05
ALDH2,2277,-0.154,0.3,-0.5,0.22,0.02
ARHGAP25,2521,-0.154,0.1,-1.3,0.74,0.08
CARD11,990,-0.154,0.2,-0.7,0.32,0.03
CRELD2,376,-0.154,0.2,-1,0.52,0.05
CSNK1D,1596,-0.154,0.1,-1.1,0.58,0.06
FAM168A,616,-0.154,0.1,-1.4,0.75,0.09
GFOD1,120,-0.154,0.3,-0.6,0.24,0.02
GPR35,188,-0.154,0.3,-0.5,0.19,0.01
HNRNPKP4,6,-0.154,0.4,-0.4,0.16,0.01
LIN52,253,-0.154,0.2,-0.9,0.45,0.05
NCF1C.1,445,-0.154,0.4,-0.4,0.18,0.01
NET1,326,-0.154,0.2,-0.7,0.31,0.03
NT5DC2,76,-0.154,0.3,-0.5,0.21,0.01
PDE4A,226,-0.154,0.2,-0.8,0.37,0.03
RB1,1617,-0.154,0.2,-0.9,0.46,0.05
SLC26A11,102,-0.154,0.4,-0.4,0.17,0.01
TGOLN2,4821,-0.154,0.1,-1.1,0.59,0.07
TPM3P9.1,181,-0.154,0.3,-0.5,0.21,0.01
TRBV29.1,245,-0.154,0.2,-0.6,0.28,0.02
UBE3A,1693,-0.154,0.1,-1.4,0.76,0.09
AARS2,126,-0.155,0.2,-0.8,0.36,0.03
CD44,16169,-0.155,0.1,-1.5,0.84,0.1
CEP89,197,-0.155,0.1,-1.2,0.62,0.07
DNM2,1782,-0.155,0.2,-1,0.47,0.05
DTNB,98,-0.155,0.2,-0.9,0.43,0.04
LINC02812,13,-0.155,0.5,-0.3,0.13,0.01
MRPL42,973,-0.155,0.1,-1.4,0.78,0.09
NAA30,572,-0.155,0.2,-1,0.49,0.05
NFATC2IP,653,-0.155,0.1,-1.1,0.56,0.06
PRR15.DT,5,-0.155,0.5,-0.3,0.11,0.01
RIF1,713,-0.155,0.1,-1.4,0.79,0.09
SMARCAD1,638,-0.155,0.1,-1.5,0.84,0.1
TBC1D25,333,-0.155,0.1,-1.1,0.57,0.06
TMEM250,833,-0.155,0.1,-1.3,0.7,0.08
TTC8,36,-0.155,0.2,-0.7,0.31,0.02
YIPF3,803,-0.155,0.1,-1.8,1.17,0.15
ZBTB4,1586,-0.155,0.1,-1.3,0.73,0.08
ACTN1,1456,-0.156,0.1,-1.4,0.8,0.09
ANKRD19P.1,10,-0.156,0.4,-0.4,0.17,0.01
BIRC6,1581,-0.156,0.1,-1.1,0.54,0.06
CBX5,1034,-0.156,0.2,-0.9,0.41,0.04
CHP1,1927,-0.156,0.2,-0.9,0.43,0.04
DLST,1325,-0.156,0.1,-2.3,1.72,0.26
DYRK1B,209,-0.156,0.1,-1,0.53,0.05
FGF9,17,-0.156,0.5,-0.3,0.13,0.01
GEMIN8,171,-0.156,0.2,-0.8,0.4,0.04
GFRA2,48,-0.156,0.4,-0.4,0.15,0.01
IGKV3.15,673,-0.156,0.4,-0.4,0.14,0.01
KBTBD4,326,-0.156,0.2,-0.9,0.45,0.05
MET,7,-0.156,0.7,-0.2,0.08,0.01
NEAT1,1893,-0.156,0.5,-0.3,0.13,0.01
PNISR.AS1,87,-0.156,0.2,-0.6,0.28,0.02
PTK6,16,-0.156,0.4,-0.4,0.17,0.01
SEPTIN9,9362,-0.156,0.1,-1.3,0.73,0.08
SGO2,101,-0.156,0.3,-0.6,0.25,0.02
SLC15A4,852,-0.156,0.1,-1.2,0.65,0.07
SLC3A2,1166,-0.156,0.1,-1.3,0.75,0.08
STAP2,14,-0.156,0.5,-0.3,0.14,0.01
TOPORS,477,-0.156,0.1,-1.6,0.99,0.12
TSPAN2,357,-0.156,0.2,-0.7,0.33,0.03
UTP11,464,-0.156,0.1,-1.2,0.66,0.07
ZNF468,391,-0.156,0.2,-0.9,0.42,0.04
ANO9,123,-0.157,0.4,-0.4,0.15,0.01
BTN3A3,2091,-0.157,0.2,-1,0.48,0.05
CD68,5991,-0.157,0.3,-0.5,0.22,0.02
CD7,1711,-0.157,0.2,-0.7,0.33,0.03
CDC73,1235,-0.157,0.1,-1.2,0.63,0.07
DDI2,799,-0.157,0.1,-1.2,0.63,0.07
FBXL4,425,-0.157,0.1,-1.1,0.57,0.06
LNP1,20,-0.157,0.3,-0.6,0.26,0.02
MCPH1,460,-0.157,0.1,-1.5,0.87,0.1
MSANTD4,369,-0.157,0.2,-0.9,0.46,0.05
MYO1F,3698,-0.157,0.2,-0.7,0.29,0.02
NF1,734,-0.157,0.1,-1.5,0.83,0.1
NUDT7,90,-0.157,0.2,-0.7,0.3,0.02
PRKAA1,1643,-0.157,0.1,-1.2,0.61,0.07
PYGL,1088,-0.157,0.3,-0.5,0.21,0.01
RNGTT,831,-0.157,0.2,-0.8,0.38,0.03
RSAD2,272,-0.157,0.2,-0.8,0.37,0.03
SERPINH1,91,-0.157,0.2,-0.9,0.45,0.05
SKI,995,-0.157,0.1,-1.2,0.65,0.07
STIP1,1479,-0.157,0.1,-1.6,0.94,0.11
UBL7,563,-0.157,0.1,-1.3,0.69,0.08
ZSWIM9,146,-0.157,0.2,-0.8,0.37,0.03
ACOT1,34,-0.158,0.6,-0.3,0.11,0.01
ATF6,1197,-0.158,0.2,-1,0.51,0.05
C2orf69,510,-0.158,0.1,-1.2,0.6,0.07
CAST.1,4724,-0.158,0.2,-0.7,0.34,0.03
CPPED1,2704,-0.158,0.3,-0.6,0.25,0.02
CTBP2,903,-0.158,0.2,-0.7,0.29,0.02
ENOX2,412,-0.158,0.1,-1.3,0.73,0.08
GSK3B,1241,-0.158,0.1,-1.2,0.64,0.07
L2HGDH,90,-0.158,0.2,-0.7,0.32,0.03
LGALS17A,5,-0.158,0.6,-0.2,0.09,0.01
MAD1L1,577,-0.158,0.2,-0.8,0.36,0.03
MAP3K2.DT,35,-0.158,0.3,-0.5,0.2,0.01
NAA60,552,-0.158,0.1,-1.1,0.55,0.06
RAB28,340,-0.158,0.1,-1.2,0.67,0.07
RNF40,799,-0.158,0.1,-1.2,0.65,0.07
RXRA,1818,-0.158,0.3,-0.6,0.25,0.02
RYBP,1313,-0.158,0.1,-1.5,0.86,0.1
S100PBP,453,-0.158,0.2,-1,0.47,0.05
TMEM109,1433,-0.158,0.1,-1.1,0.59,0.07
UGDH,366,-0.158,0.2,-1,0.52,0.05
WNK1,3182,-0.158,0.1,-1.3,0.71,0.08
ZNF320,217,-0.158,0.2,-0.9,0.46,0.05
ADAM10,3594,-0.159,0.1,-1.5,0.84,0.1
ATP8A2,57,-0.159,0.3,-0.6,0.24,0.02
CACFD1,55,-0.159,0.2,-0.7,0.33,0.03
CALHM2,852,-0.159,0.2,-1,0.5,0.05
CCP110,353,-0.159,0.1,-1.4,0.76,0.09
CS,2486,-0.159,0.1,-1.8,1.12,0.14
DCP1A,522,-0.159,0.1,-1.1,0.59,0.06
GNL1,737,-0.159,0.1,-1.2,0.67,0.07
HMGCR,907,-0.159,0.1,-1.2,0.62,0.07
LINC02273,280,-0.159,0.3,-0.6,0.25,0.02
LMTK2,350,-0.159,0.1,-1.2,0.65,0.07
MIS18A,151,-0.159,0.2,-0.9,0.47,0.05
MTA3,183,-0.159,0.2,-0.9,0.46,0.05
SKA3,24,-0.159,0.5,-0.3,0.12,0.01
TCAF2P1,8,-0.159,0.8,-0.2,0.07,0.01
UTF1,7,-0.159,0.5,-0.3,0.11,0.01
ZNF230.DT,18,-0.159,0.4,-0.4,0.17,0.01
ZNF653,50,-0.159,0.3,-0.6,0.24,0.02
ZNF772,131,-0.159,0.3,-0.5,0.21,0.01
ACAP2,2746,-0.16,0.1,-1.2,0.61,0.07
AGTPBP1,1418,-0.16,0.2,-0.9,0.41,0.04
ALDH7A1,31,-0.16,0.4,-0.4,0.17,0.01
AP1S2,5635,-0.16,0.2,-0.7,0.31,0.02
BLTP2,2253,-0.16,0.1,-1.3,0.73,0.08
ENTPD5,144,-0.16,0.2,-0.9,0.41,0.04
FTX,291,-0.16,0.2,-1,0.48,0.05
GRAMD1C,35,-0.16,0.5,-0.3,0.13,0.01
HMGB2,3145,-0.16,0.2,-0.8,0.4,0.04
HNRNPLP2,9,-0.16,0.3,-0.5,0.2,0.01
HOMER1,55,-0.16,0.3,-0.5,0.2,0.01
HOOK1,174,-0.16,0.3,-0.5,0.22,0.02
LXN,101,-0.16,0.2,-0.6,0.28,0.02
MB21D2,108,-0.16,0.2,-0.6,0.29,0.02
PTPDC1,42,-0.16,0.2,-0.7,0.31,0.03
RAC2,8557,-0.16,0.1,-1.4,0.76,0.09
SLC35E1,805,-0.16,0.1,-1.6,0.93,0.11
TESMIN,32,-0.16,0.3,-0.5,0.23,0.02
ZNF213,106,-0.16,0.1,-1.1,0.58,0.06
ACAP1,1794,-0.161,0.1,-1.1,0.59,0.06
ADCY7,1645,-0.161,0.2,-0.7,0.34,0.03
ALAS1,468,-0.161,0.1,-1.5,0.86,0.1
ANGEL2,665,-0.161,0.1,-1.3,0.68,0.08
ARHGAP42,36,-0.161,0.4,-0.4,0.15,0.01
BCLAF1,2932,-0.161,0.1,-1.5,0.88,0.1
C19orf44,76,-0.161,0.3,-0.5,0.23,0.02
CACNA2D3,191,-0.161,0.4,-0.4,0.18,0.01
CDC42EP3.AS1,100,-0.161,0.3,-0.5,0.2,0.01
CYTH1,3740,-0.161,0.1,-1.4,0.77,0.09
EEF1A1P4,11,-0.161,0.4,-0.4,0.17,0.01
FLNA,15901,-0.161,0.2,-1,0.51,0.05
ITPR2,933,-0.161,0.1,-1.6,0.94,0.11
LEMD3,764,-0.161,0.1,-1.2,0.65,0.07
MGAT1,3943,-0.161,0.1,-1.2,0.61,0.07
MTHFD1L,135,-0.161,0.2,-0.7,0.32,0.03
PDK2,287,-0.161,0.1,-1.5,0.85,0.1
PNN,891,-0.161,0.3,-0.6,0.26,0.02
SLC25A5.AS1,32,-0.161,0.3,-0.6,0.25,0.02
SOAT1,1587,-0.161,0.2,-1,0.5,0.05
SOCS3,434,-0.161,0.4,-0.4,0.16,0.01
TRBV6.1,65,-0.161,0.3,-0.5,0.22,0.02
TUT1,181,-0.161,0.2,-1.1,0.54,0.06
UBFD1,532,-0.161,0.1,-1.5,0.86,0.1
VARS1,653,-0.161,0.2,-1.1,0.54,0.06
ATP8B2,1691,-0.162,0.2,-0.8,0.39,0.04
CCDC42,4,-0.162,0.6,-0.3,0.1,0.01
CXCL9,22,-0.162,0.6,-0.3,0.11,0.01
EIF3A,5598,-0.162,0.1,-1.8,1.13,0.15
FECH,448,-0.162,0.1,-1.1,0.6,0.07
GALNT2,993,-0.162,0.1,-1.3,0.73,0.08
MIAT,260,-0.162,0.7,-0.2,0.09,0.01
NDOR1,135,-0.162,0.3,-0.6,0.28,0.02
NFYA,851,-0.162,0.1,-1.3,0.73,0.08
PPP1R13L,32,-0.162,0.4,-0.4,0.18,0.01
PWWP2A,455,-0.162,0.1,-1.5,0.85,0.1
SMC3,1278,-0.162,0.1,-1.6,0.96,0.12
SMIM35,37,-0.162,0.3,-0.5,0.21,0.01
SPTSSA,809,-0.162,0.3,-0.6,0.28,0.02
ST8SIA4,1658,-0.162,0.2,-1.1,0.53,0.05
TACC1,1986,-0.162,0.1,-1.6,0.94,0.11
TMEM104,235,-0.162,0.1,-1.2,0.62,0.07
ANKRD46,220,-0.163,0.2,-0.9,0.41,0.04
ARB2A,734,-0.163,0.1,-1.1,0.6,0.07
BRAT1,300,-0.163,0.1,-1.9,1.22,0.16
CDK12,920,-0.163,0.1,-1.4,0.76,0.09
CLN6,340,-0.163,0.2,-1,0.49,0.05
CREBRF,1023,-0.163,0.1,-1.4,0.78,0.09
CXXC1,489,-0.163,0.2,-0.9,0.44,0.05
DGKK,21,-0.163,0.7,-0.2,0.09,0.01
DPAGT1,297,-0.163,0.1,-1.1,0.56,0.06
FAM8A1,885,-0.163,0.1,-1.3,0.68,0.08
LOXL2,21,-0.163,0.5,-0.4,0.14,0.01
LRRC47,795,-0.163,0.1,-1.6,0.93,0.11
MT1F,70,-0.163,0.2,-0.7,0.3,0.02
NCBP3,805,-0.163,0.1,-1.2,0.64,0.07
PTPN11,1677,-0.163,0.1,-1.9,1.26,0.16
SLC39A14,234,-0.163,0.2,-0.8,0.36,0.03
SLFN13,285,-0.163,0.2,-0.7,0.32,0.03
SNX12,575,-0.163,0.1,-1.1,0.57,0.06
ST20.AS1,77,-0.163,0.2,-0.7,0.34,0.03
TARS2,340,-0.163,0.1,-1.6,1,0.12
TNPO3,1025,-0.163,0.1,-1.8,1.13,0.14
TTC24,38,-0.163,0.4,-0.5,0.19,0.01
VIRMA.DT,9,-0.163,0.4,-0.5,0.19,0.01
ZBTB10,270,-0.163,0.2,-0.7,0.32,0.03
AP5B1,642,-0.164,0.2,-0.7,0.32,0.03
APLP2,9013,-0.164,0.3,-0.6,0.27,0.02
BRD10,469,-0.164,0.2,-0.8,0.35,0.03
CARM1,468,-0.164,0.1,-2.4,1.79,0.28
CCM2,1025,-0.164,0.1,-1.8,1.18,0.15
CDC42BPA,30,-0.164,0.4,-0.4,0.16,0.01
CFAP97,1243,-0.164,0.1,-1.1,0.56,0.06
FAF2,601,-0.164,0.1,-1.7,1.08,0.14
FNIP2,382,-0.164,0.2,-0.8,0.38,0.03
FOXN2,1423,-0.164,0.1,-1.5,0.88,0.1
HIP1,205,-0.164,0.3,-0.6,0.26,0.02
HNRNPH2,2504,-0.164,0.1,-1.3,0.75,0.08
HPCAL4,141,-0.164,0.3,-0.6,0.25,0.02
IGHG4,225,-0.164,0.8,-0.2,0.08,0.01
L3MBTL3,345,-0.164,0.2,-0.9,0.46,0.05
LBH,5727,-0.164,0.2,-0.7,0.3,0.02
LINC02915,36,-0.164,0.5,-0.3,0.12,0.01
LPCAT1,2568,-0.164,0.1,-1.3,0.68,0.08
LRRC8C,1870,-0.164,0.1,-1.1,0.6,0.07
LTBP2,33,-0.164,0.2,-0.8,0.4,0.04
NEK7,2248,-0.164,0.1,-1.1,0.6,0.07
NRL,32,-0.164,0.3,-0.6,0.24,0.02
PUM1,1462,-0.164,0.1,-1.5,0.85,0.1
RNF185,668,-0.164,0.1,-1.5,0.86,0.1
SEPTIN8,135,-0.164,0.2,-0.8,0.38,0.03
STT3A,1288,-0.164,0.1,-1.4,0.78,0.09
WASF2,3846,-0.164,0.1,-1.8,1.15,0.15
ZBTB39,158,-0.164,0.2,-0.9,0.43,0.04
CD2,5204,-0.165,0.2,-0.8,0.36,0.03
FBXL19,145,-0.165,0.2,-1,0.51,0.05
FOXO1,1604,-0.165,0.2,-0.7,0.31,0.03
KCTD2,498,-0.165,0.1,-1.7,1.08,0.14
L3MBTL1,34,-0.165,0.4,-0.4,0.16,0.01
LGALS9,2542,-0.165,0.3,-0.6,0.27,0.02
PAXIP1.AS2,266,-0.165,0.1,-1.1,0.6,0.07
PCDHGC3,37,-0.165,0.5,-0.3,0.13,0.01
PTGER2,1605,-0.165,0.2,-1.1,0.54,0.06
RAP1GAP2,591,-0.165,0.2,-1,0.49,0.05
SERHL2,9,-0.165,0.4,-0.4,0.16,0.01
SPATS2,133,-0.165,0.2,-0.7,0.31,0.02
TMX4,3650,-0.165,0.1,-1.3,0.75,0.09
WDR44,479,-0.165,0.1,-1.4,0.75,0.09
ZNF45.AS1,9,-0.165,0.4,-0.4,0.15,0.01
ZW10,306,-0.165,0.1,-1.3,0.7,0.08
ADCY3,207,-0.166,0.2,-0.7,0.34,0.03
AFAP1.AS1,73,-0.166,0.3,-0.6,0.28,0.02
BICDL1,217,-0.166,0.3,-0.5,0.23,0.02
COG8,282,-0.166,0.1,-1.2,0.66,0.07
DAB2IP,3,-0.166,0.7,-0.3,0.1,0.01
EFHB,6,-0.166,0.9,-0.2,0.07,0
GTF2IP4.1,710,-0.166,0.2,-1,0.5,0.05
HEATR1,718,-0.166,0.2,-1,0.5,0.05
LRRC8D.DT,20,-0.166,0.3,-0.6,0.28,0.02
MCL1,15154,-0.166,0.1,-1.4,0.78,0.09
MED1,1159,-0.166,0.1,-1.3,0.72,0.08
MTR,665,-0.166,0.1,-1.2,0.67,0.07
POLR1B,578,-0.166,0.1,-1.2,0.63,0.07
RAB14,2415,-0.166,0.1,-1.6,0.94,0.11
RALBP1,1251,-0.166,0.1,-1.6,0.93,0.11
RHPN2,20,-0.166,0.4,-0.4,0.16,0.01
RUSC1,152,-0.166,0.1,-1.2,0.63,0.07
TIGD4,4,-0.166,0.5,-0.3,0.12,0.01
TLE4,1028,-0.166,0.1,-1.6,0.97,0.12
TRBV7.6,37,-0.166,0.4,-0.4,0.16,0.01
TRPC4AP,1114,-0.166,0.1,-1.7,1.09,0.14
TUFT1,37,-0.166,0.2,-0.7,0.33,0.03
USP38,958,-0.166,0.1,-1.5,0.9,0.11
ATAD3A,152,-0.167,0.1,-1.3,0.74,0.08
C16orf87,262,-0.167,0.2,-0.7,0.34,0.03
EIF3B,2165,-0.167,0.1,-1.3,0.74,0.08
FUBP3,705,-0.167,0.1,-1.5,0.9,0.11
GTPBP4,841,-0.167,0.1,-1.4,0.83,0.1
HIVEP3,266,-0.167,0.2,-0.8,0.39,0.04
JRKL,263,-0.167,0.1,-1.2,0.64,0.07
KIF9,26,-0.167,0.3,-0.6,0.28,0.02
LSP1,11332,-0.167,0.1,-1.3,0.71,0.08
PDE2A.AS2,27,-0.167,0.3,-0.6,0.25,0.02
PITX1.AS1,41,-0.167,0.6,-0.3,0.1,0.01
RBM27,1250,-0.167,0.1,-1.1,0.59,0.07
RNF24,251,-0.167,0.3,-0.6,0.29,0.02
SLC39A6,897,-0.167,0.1,-1.3,0.69,0.08
UBE2D3.AS1,23,-0.167,0.2,-0.8,0.38,0.03
ATF1,879,-0.168,0.1,-1.5,0.85,0.1
CHUK,696,-0.168,0.1,-1.9,1.28,0.17
CLEC2D,2565,-0.168,0.2,-0.8,0.37,0.03
EIF2AK2,1067,-0.168,0.4,-0.5,0.2,0.01
FBXO34,667,-0.168,0.1,-2,1.3,0.17
KLHL36,939,-0.168,0.2,-1,0.47,0.05
LRCH3,449,-0.168,0.1,-1.2,0.64,0.07
LRRFIP1,4826,-0.168,0.1,-1.7,1.02,0.13
LSM11,90,-0.168,0.2,-1,0.5,0.05
MPEG1,15363,-0.168,0.3,-0.6,0.25,0.02
NSD1,1442,-0.168,0.1,-1.5,0.91,0.11
PADI4,338,-0.168,0.4,-0.4,0.16,0.01
PDLIM1P4,3,-0.168,0.8,-0.2,0.08,0.01
PI4K2B,733,-0.168,0.2,-1,0.49,0.05
PID1,842,-0.168,0.4,-0.5,0.2,0.01
PSKH1,300,-0.168,0.2,-1,0.53,0.05
PSRC1,50,-0.168,0.3,-0.5,0.23,0.02
SHMT1,267,-0.168,0.2,-0.9,0.46,0.05
SRSF1,3930,-0.168,0.1,-1.7,1.04,0.13
TAP2,2168,-0.168,0.1,-1.1,0.6,0.07
TMEM254,323,-0.168,0.1,-1.9,1.29,0.17
TRIM4,1045,-0.168,0.2,-0.9,0.44,0.04
TXK,898,-0.168,0.2,-0.8,0.37,0.03
ZCCHC24,110,-0.168,0.2,-0.7,0.33,0.03
ADAM17,784,-0.169,0.2,-1,0.53,0.05
BAG4,447,-0.169,0.2,-0.9,0.45,0.05
BPNT2,1457,-0.169,0.1,-1.5,0.88,0.1
BSG,3467,-0.169,0.1,-1.7,1.06,0.13
DIP2B,893,-0.169,0.1,-1.3,0.68,0.08
F12,9,-0.169,0.5,-0.3,0.13,0.01
FASTKD5,480,-0.169,0.1,-1.3,0.75,0.08
GOLGA8A,303,-0.169,0.8,-0.2,0.08,0.01
GZMA,4124,-0.169,0.3,-0.5,0.21,0.01
HKDC1,88,-0.169,0.3,-0.5,0.23,0.02
LINC00528,49,-0.169,0.2,-0.7,0.31,0.02
LINC00861,1103,-0.169,0.2,-0.7,0.34,0.03
PIP4K2B,1321,-0.169,0.1,-1.3,0.71,0.08
RPL23P8,3,-0.169,0.6,-0.3,0.1,0.01
