symbol,baseMean,log2FoldChange,lfcSE,stat,minus_log10_pvalue,minus_log10_padjvalue
ARL11,430,0.309,0.3,1.2,0.6,0.07
ATP2A1.AS1,3,0.309,0.6,0.6,0.24,0.02
IER2,2979,0.309,0.3,1.1,0.58,0.06
OR2L13,3,0.309,0.8,0.4,0.15,0.01
OSBPL10,244,0.309,0.5,0.6,0.28,0.02
PABPC1P4,3,0.309,0.7,0.5,0.19,0.01
RPL10AP6,58,0.309,0.2,1.4,0.82,0.1
SBDSP1.1,342,0.309,0.1,2.3,1.64,0.24
SETD2,1124,0.309,0.2,1.9,1.24,0.16
SRRM2.AS1,6,0.309,0.7,0.4,0.18,0.01
BEST1,221,0.308,0.4,0.7,0.32,0.03
COX6C,2398,0.308,0.1,2.1,1.49,0.21
CRISPLD1,3,0.308,0.7,0.4,0.18,0.01
FARP1,561,0.308,0.1,2.6,2.06,0.35
HMGN1P38,5,0.308,0.5,0.6,0.26,0.02
IMMP2L,82,0.308,0.2,1.7,1.08,0.14
ITIH2,3,0.308,0.9,0.3,0.13,0.01
LINC03073,7,0.308,0.6,0.5,0.21,0.01
NAA20,1075,0.308,0.1,2.2,1.59,0.23
PLAC8,6042,0.308,0.2,1.4,0.8,0.09
PWP2,108,0.308,0.8,0.4,0.16,0.01
TRIM58,429,0.308,0.4,0.8,0.35,0.03
YIPF6,430,0.308,0.2,1.8,1.14,0.15
AGBL3,17,0.307,0.5,0.7,0.3,0.02
ANAPC1P2.1,227,0.307,0.3,1.1,0.59,0.06
ATP5MK,1220,0.307,0.2,2,1.36,0.19
CCNY.AS1,14,0.307,0.4,0.8,0.38,0.03
CXXC5,794,0.307,0.2,1.3,0.72,0.08
ERO1B,204,0.307,0.2,1.8,1.1,0.14
FAM131B.AS2,180,0.307,0.2,1.7,1.05,0.13
GADD45A,133,0.307,0.2,1.4,0.78,0.09
LCA5,4,0.307,0.7,0.5,0.19,0.01
PYCARD.AS1,36,0.307,0.2,1.3,0.69,0.08
SEC14L5,41,0.307,0.4,0.7,0.33,0.03
SEC1P.1,6,0.307,0.7,0.4,0.17,0.01
TNFRSF12A,9,0.307,0.5,0.6,0.28,0.02
UGGT2,47,0.307,0.4,0.8,0.38,0.03
ZNF823,60,0.307,0.2,1.3,0.7,0.08
DNAI3,9,0.306,0.7,0.4,0.17,0.01
DNAJC9.AS1,33,0.306,0.2,1.3,0.73,0.08
NCF1C,385,0.306,0.9,0.3,0.13,0.01
PDE1B,41,0.306,0.4,0.8,0.39,0.04
PRDX4,574,0.306,0.2,1.7,1.04,0.13
SYTL5,3,0.306,1,0.3,0.12,0.01
UNKL,72,0.306,0.3,0.9,0.45,0.05
CARD16,2112,0.305,0.2,1.3,0.69,0.08
CNTRL,552,0.305,0.3,1.2,0.62,0.07
GOLGA2,425,0.305,0.2,1.7,1.02,0.13
ING4,790,0.305,0.1,2.5,1.86,0.29
LINC02207,30,0.305,0.4,0.7,0.31,0.02
TMOD4,8,0.305,0.6,0.5,0.21,0.02
ATP8B3,23,0.304,0.3,1.1,0.6,0.07
C19orf53,1298,0.304,0.1,2.8,2.36,0.44
GOLGB1,624,0.304,0.2,1.9,1.24,0.16
IGLV3.25,224,0.304,0.5,0.6,0.28,0.02
PDE6B,109,0.304,0.2,1.6,0.94,0.11
REX1BD,285,0.304,0.1,2.3,1.69,0.25
SYN1,8,0.304,0.6,0.5,0.21,0.01
TMEM219,1223,0.304,0.2,2,1.3,0.17
TRIM16L.1,26,0.304,0.3,1.2,0.6,0.07
USP15,2351,0.304,0.2,1.5,0.9,0.11
ANAPC16,3592,0.303,0.1,2.7,2.13,0.37
ELOC,901,0.303,0.1,2.8,2.26,0.4
GTSE1.DT,14,0.303,0.6,0.5,0.22,0.02
MAP3K14.AS1,93,0.303,0.2,1.5,0.83,0.1
TBC1D12,113,0.303,0.3,1.1,0.54,0.06
ACOT8,234,0.302,0.2,1.9,1.22,0.16
ALKBH2,146,0.302,0.2,1.9,1.25,0.16
CMC2,422,0.302,0.1,2.1,1.45,0.2
COMMD6,2349,0.302,0.2,2,1.32,0.18
COP1,1115,0.302,0.1,2.2,1.58,0.23
CRACD,13,0.302,0.6,0.5,0.2,0.01
EIF4EBP3,124,0.302,0.2,1.7,1.02,0.13
KCNA6,12,0.302,0.4,0.7,0.34,0.03
MYLK,276,0.302,0.4,0.7,0.34,0.03
RNF39,3,0.302,0.6,0.5,0.2,0.01
ZNF710,343,0.302,0.2,1.5,0.89,0.11
ZSCAN16,154,0.302,0.1,2.2,1.55,0.23
ADPRM,330,0.301,0.2,1.9,1.2,0.15
AEBP1,108,0.301,0.3,1,0.52,0.05
ARIH2OS,50,0.301,0.2,1.4,0.79,0.09
ATF6.DT,11,0.301,0.6,0.5,0.23,0.02
CCDC102B,45,0.301,0.2,1.3,0.73,0.08
CUL9,299,0.301,0.3,1,0.5,0.05
GCHFR,152,0.301,0.2,1.9,1.22,0.16
GP1BA,109,0.301,0.5,0.6,0.28,0.02
MRPL58,453,0.301,0.1,2.2,1.59,0.23
PTPN6,5435,0.301,0.1,2.3,1.71,0.26
RPL36,11146,0.301,0.2,1.8,1.17,0.15
TIMM10,402,0.301,0.2,1.4,0.8,0.09
TMEM165,1164,0.301,0.2,2,1.32,0.18
TPT1.AS1,92,0.301,0.2,1.2,0.65,0.07
TUBB1,3430,0.301,0.5,0.7,0.29,0.02
ANKRD36C,18,0.3,0.6,0.5,0.21,0.01
CATSPERG,25,0.3,0.3,0.9,0.42,0.04
COMMD7,1314,0.3,0.1,2,1.38,0.19
CPVL,6524,0.3,0.3,1,0.52,0.05
DNAJC28,23,0.3,0.4,0.8,0.37,0.03
GHET1,5,0.3,0.5,0.6,0.28,0.02
MIPEP,155,0.3,0.2,1.4,0.76,0.09
NRSN2.AS1,34,0.3,0.3,1,0.47,0.05
UPK3A,50,0.3,0.3,0.9,0.43,0.04
ZNF793,46,0.3,0.3,1,0.47,0.05
ADTRP,212,0.299,0.3,1,0.49,0.05
ALG14,112,0.299,0.2,1.5,0.84,0.1
CCDC137,246,0.299,0.2,1.9,1.29,0.17
CDH13.AS2,43,0.299,0.4,0.8,0.35,0.03
CES4A,34,0.299,0.4,0.8,0.37,0.03
IQGAP3,3,0.299,1.1,0.3,0.11,0.01
LCAT,17,0.299,0.5,0.6,0.25,0.02
NACA3P,12,0.299,0.4,0.8,0.4,0.04
PPP1R37,110,0.299,0.2,1.3,0.68,0.08
RGL2,381,0.299,0.3,1,0.48,0.05
SMIM20,431,0.299,0.1,3.2,2.84,0.6
XRCC2,10,0.299,0.4,0.8,0.37,0.03
ADARB1,440,0.298,0.2,1.2,0.67,0.07
CGRRF1,414,0.298,0.1,2,1.34,0.18
ENY2,1452,0.298,0.2,1.7,1.09,0.14
GTF2H2,210,0.298,0.2,1.2,0.66,0.07
HOPX,1662,0.298,0.3,1,0.48,0.05
LINC01215,740,0.298,0.3,1.1,0.58,0.06
NFU1,508,0.298,0.1,2.3,1.67,0.24
PSMB3,2127,0.298,0.2,1.9,1.24,0.16
RPL13,52570,0.298,0.2,1.8,1.15,0.15
SNORD17,5,0.298,0.6,0.5,0.2,0.01
TASOR2,471,0.298,0.1,2.7,2.11,0.37
TOMM22,1791,0.298,0.1,2.2,1.6,0.23
TYMSOS,3,0.298,0.9,0.4,0.14,0.01
ZWINT,82,0.298,0.2,1.3,0.69,0.08
ANKMY1,155,0.297,0.3,1,0.47,0.05
CCL3,99,0.297,0.4,0.7,0.31,0.03
CCNYL6.1,4,0.297,0.5,0.6,0.24,0.02
FKBP3,938,0.297,0.1,2.5,1.94,0.3
JMJD1C,1202,0.297,0.1,2.1,1.41,0.2
LRRC37A2,220,0.297,0.4,0.7,0.34,0.03
MAN1B1.DT,40,0.297,0.2,1.4,0.77,0.09
PIBF1,256,0.297,0.2,1.6,0.98,0.12
RELA.DT,48,0.297,0.2,1.4,0.78,0.09
RPS23,42280,0.297,0.1,2,1.35,0.18
CDKN2AIPNL,422,0.296,0.1,2.3,1.63,0.24
ENTR1,305,0.296,0.2,1.8,1.18,0.15
EPAS1,25,0.296,0.5,0.6,0.25,0.02
GALNT7.DT,24,0.296,0.3,1.1,0.55,0.06
GNG8,5,0.296,0.7,0.4,0.18,0.01
HBG2,25,0.296,1,0.3,0.11,0.01
IFI16,4359,0.296,0.2,1.9,1.26,0.16
SLC27A3,530,0.296,0.2,1.3,0.74,0.08
SREBF2.AS1,24,0.296,0.3,1,0.53,0.05
AOPEP,48,0.295,0.2,1.7,1.05,0.13
CLIC4,1391,0.295,0.2,1.3,0.7,0.08
HCG27,19,0.295,0.6,0.5,0.22,0.02
HIVEP2.DT,7,0.295,0.5,0.6,0.25,0.02
LAMB1,12,0.295,0.5,0.6,0.28,0.02
MORC2.AS1,72,0.295,0.2,1.7,1.03,0.13
MS4A6A,5511,0.295,0.4,0.8,0.38,0.03
MYO1E,224,0.295,0.3,0.9,0.45,0.05
STAG3L5P.PVRIG2P.PILRB,112,0.295,0.5,0.6,0.25,0.02
TFIP11.DT,30,0.295,0.2,1.2,0.66,0.07
UFD1,1023,0.295,0.1,2.1,1.39,0.2
ZNF254,207,0.295,0.2,1.3,0.73,0.08
ACYP1,68,0.294,0.2,1.8,1.16,0.15
ATP5PF,1462,0.294,0.1,2.1,1.4,0.2
FAM153CP,12,0.294,0.6,0.5,0.2,0.01
HRK,28,0.294,0.7,0.4,0.17,0.01
MAP3K14,409,0.294,0.2,1.5,0.84,0.1
NPIPB3,51,0.294,0.5,0.6,0.24,0.02
STAT6,4142,0.294,0.2,1.4,0.8,0.09
TRIM73,12,0.294,0.7,0.4,0.18,0.01
UPF3B,236,0.294,0.2,1.5,0.87,0.1
BDH2,316,0.293,0.2,1.5,0.9,0.11
CYLD.AS1,41,0.293,0.3,1,0.48,0.05
EGFL8,28,0.293,0.5,0.6,0.28,0.02
FXYD7,35,0.293,0.4,0.7,0.33,0.03
GABBR1,159,0.293,0.5,0.6,0.28,0.02
ITGB3BP,285,0.293,0.2,1.5,0.83,0.1
OSER1,858,0.293,0.2,1.9,1.2,0.15
PRRC2A,2053,0.293,0.2,1.8,1.18,0.15
RPL26,39343,0.293,0.1,2.2,1.57,0.23
SMIM24,15,0.293,0.5,0.5,0.23,0.02
SRP14.DT,74,0.293,0.2,1.3,0.68,0.08
ZNF724,10,0.293,0.5,0.6,0.28,0.02
FAM162A,668,0.292,0.1,2.2,1.58,0.23
FAM185A,58,0.292,0.2,1.8,1.15,0.15
MYCBP2,2083,0.292,0.2,1.9,1.28,0.17
TRMT2A,330,0.292,0.1,2.7,2.16,0.38
TSNARE1,73,0.292,0.3,1.1,0.58,0.06
TWSG1.DT,16,0.292,0.5,0.6,0.24,0.02
ZNF582,91,0.292,0.2,1.3,0.7,0.08
BLVRB,743,0.291,0.3,1,0.5,0.05
DYNC2I1,103,0.291,0.2,1.2,0.63,0.07
GNA12,829,0.291,0.2,1.8,1.19,0.15
GRHPR,690,0.291,0.1,2,1.32,0.18
LRMDA,95,0.291,0.3,0.9,0.43,0.04
OSGEP,599,0.291,0.1,2.7,2.1,0.36
RPL5P1,9,0.291,0.3,0.9,0.43,0.04
RPL7P1,124,0.291,0.2,1.6,1,0.12
SETBP1,157,0.291,0.3,1.1,0.56,0.06
TDRD7,453,0.291,0.2,1.4,0.8,0.09
TRAPPC5,575,0.291,0.2,1.3,0.75,0.09
TRDV3,21,0.291,0.7,0.4,0.17,0.01
WDR97,4,0.291,0.8,0.4,0.15,0.01
ZBED5.AS1,172,0.291,0.1,1.9,1.28,0.17
ZNF284,62,0.291,0.2,1.4,0.75,0.09
ZNF583,157,0.291,0.2,1.9,1.23,0.16
ACTB,163692,0.29,0.2,1.6,0.97,0.12
ATP5PB,5037,0.29,0.1,2.3,1.64,0.24
BCL7C,612,0.29,0.1,2.7,2.18,0.38
CARD19,263,0.29,0.2,1.5,0.91,0.11
CCNQ,378,0.29,0.1,2.4,1.79,0.28
CHCHD1,456,0.29,0.1,2.2,1.54,0.23
COPS8.DT,9,0.29,0.4,0.6,0.29,0.02
LILRB3,893,0.29,0.4,0.8,0.35,0.03
NUP214,1412,0.29,0.3,0.9,0.45,0.05
TRIM31,3,0.29,0.7,0.4,0.17,0.01
ZNF250,74,0.29,0.2,1.5,0.84,0.1
ATR,582,0.289,0.1,1.9,1.28,0.17
B3GNTL1,83,0.289,0.2,1.2,0.67,0.07
BTK,1994,0.289,0.2,1.4,0.83,0.1
CHD7,284,0.289,0.3,1.1,0.54,0.06
CUL1,1557,0.289,0.2,1.6,0.92,0.11
FAM86B3P.1,8,0.289,0.5,0.5,0.23,0.02
FUT10,80,0.289,0.3,0.9,0.43,0.04
GABARAPL2,1914,0.289,0.1,2.2,1.6,0.23
L3MBTL2.AS1,26,0.289,0.5,0.6,0.26,0.02
LINC00173,12,0.289,0.4,0.7,0.29,0.02
MAP7D3,217,0.289,0.2,1.4,0.76,0.09
NDUFA3,629,0.289,0.1,2.2,1.54,0.22
TEX30,179,0.289,0.2,1.4,0.81,0.1
CDK2AP1,630,0.288,0.2,1.2,0.61,0.07
DHRS1,207,0.288,0.2,1.3,0.71,0.08
LYRM2,794,0.288,0.1,2.2,1.58,0.23
NCAL1,80,0.288,0.3,0.9,0.45,0.05
PRADC1,220,0.288,0.2,1.4,0.77,0.09
RPS3AP47,10,0.288,0.4,0.8,0.38,0.03
SWINGN,19,0.288,0.5,0.6,0.26,0.02
TMEM38B,366,0.288,0.3,1.1,0.56,0.06
YARS2,232,0.288,0.2,1.5,0.85,0.1
C4A,21,0.287,0.9,0.3,0.13,0.01
CDKL3,15,0.287,0.4,0.7,0.29,0.02
EIF4EBP1,325,0.287,0.2,1.2,0.67,0.07
EPB41L4A.AS1,505,0.287,0.2,1.8,1.16,0.15
IQCA1,5,0.287,0.6,0.5,0.21,0.02
PTMAP2,8,0.287,0.5,0.6,0.27,0.02
RLN2,28,0.287,0.2,1.3,0.69,0.08
SPX,82,0.287,0.5,0.6,0.24,0.02
APPAT,38,0.286,0.6,0.5,0.2,0.01
CLEC18A,3,0.286,1.1,0.3,0.1,0.01
CNIH3,9,0.286,0.4,0.6,0.28,0.02
CRTC3.AS1,4,0.286,0.6,0.5,0.2,0.01
CTSL,488,0.286,0.4,0.7,0.34,0.03
DNAAF1,56,0.286,0.4,0.8,0.35,0.03
HLA.F,4193,0.286,0.1,2.5,1.87,0.29
MCRIP2,146,0.286,0.2,1.5,0.89,0.11
PTGFR,8,0.286,0.8,0.4,0.15,0.01
RPL12P16,128,0.286,0.2,1.4,0.75,0.09
SKA1,25,0.286,0.4,0.8,0.37,0.03
SVBP,419,0.286,0.1,3.3,2.95,0.63
ZNF202,171,0.286,0.2,1.3,0.72,0.08
ASL,223,0.285,0.2,1.6,0.95,0.11
CD300LF,1013,0.285,0.3,0.8,0.4,0.04
H4C5,6,0.285,0.5,0.6,0.24,0.02
MDS2,26,0.285,0.4,0.8,0.35,0.03
PAN3.AS1,19,0.285,0.3,1.1,0.56,0.06
RGPD4,14,0.285,0.5,0.6,0.26,0.02
SRGAP2D,8,0.285,0.8,0.4,0.14,0.01
TIMM8A,93,0.285,0.2,1.9,1.21,0.16
CCDC200,6,0.284,0.5,0.5,0.23,0.02
CHMP5,1316,0.284,0.2,1.2,0.64,0.07
ELP2,1136,0.284,0.1,2.5,1.92,0.3
GON7,417,0.284,0.1,2,1.34,0.18
IGSF10,6,0.284,1.1,0.3,0.1,0.01
PFDN6,610,0.284,0.1,2.5,1.88,0.29
PIK3IP1.DT,3,0.284,0.7,0.4,0.18,0.01
RPL15,46193,0.284,0.1,2.4,1.76,0.27
RPL17,39614,0.284,0.1,2.1,1.47,0.21
SMOC1,5,0.284,0.7,0.4,0.16,0.01
SUSD3,319,0.284,0.2,1.6,0.92,0.11
TMT1A,2232,0.284,0.2,1.7,1.03,0.13
ELOVL7,199,0.283,0.4,0.6,0.28,0.02
FBXL2,6,0.283,0.4,0.7,0.31,0.02
GNAO1.DT,3,0.283,0.8,0.3,0.14,0.01
MRPL14,521,0.283,0.2,1.8,1.17,0.15
MRPL21,397,0.283,0.1,2.3,1.66,0.24
PNKD,687,0.283,0.1,2.7,2.11,0.37
PTGR1,11,0.283,0.5,0.6,0.26,0.02
RPL17P39,21,0.283,0.3,0.9,0.43,0.04
RPL36A,15789,0.283,0.1,2.2,1.54,0.22
TIMM9,707,0.283,0.1,2.2,1.6,0.23
TOP6BL,88,0.283,0.2,1.2,0.64,0.07
C4orf33,319,0.282,0.3,1,0.5,0.05
CEBPZ,1291,0.282,0.1,3.2,2.79,0.6
CEP70,75,0.282,0.2,1.4,0.81,0.1
CKS2,244,0.282,0.3,0.8,0.38,0.03
DOCK11,2920,0.282,0.2,1.9,1.2,0.15
FAM215A,7,0.282,0.5,0.6,0.27,0.02
FCRL2,143,0.282,0.5,0.6,0.24,0.02
LINC02715,20,0.282,0.5,0.5,0.22,0.02
LRIG2,263,0.282,0.3,1.1,0.58,0.06
LTB,5718,0.282,0.3,1.1,0.56,0.06
STAC3,257,0.282,0.3,0.8,0.4,0.04
TLN2,14,0.282,0.6,0.4,0.18,0.01
C1orf52,421,0.281,0.1,2.4,1.77,0.27
CRBN,1827,0.281,0.1,2.4,1.74,0.26
CRYZ,587,0.281,0.2,1.3,0.68,0.08
EVC2,15,0.281,0.4,0.7,0.34,0.03
GATB,240,0.281,0.2,1.7,1.09,0.14
LINC00662,138,0.281,0.2,1.8,1.17,0.15
LINC00968,56,0.281,0.4,0.7,0.32,0.03
LINC02356,8,0.281,0.6,0.4,0.18,0.01
MCF2,3,0.281,0.7,0.4,0.15,0.01
NAA10,688,0.281,0.1,2.7,2.1,0.36
VWA5A,249,0.281,0.1,2.2,1.52,0.22
ZNF582.DT,21,0.281,0.3,0.8,0.39,0.04
ZNF774,4,0.281,0.7,0.4,0.16,0.01
BSCL2,329,0.28,0.3,1.1,0.55,0.06
CCR6,498,0.28,0.4,0.7,0.33,0.03
HYOU1.AS1,68,0.28,0.2,1.2,0.67,0.07
KANK3,16,0.28,0.5,0.6,0.26,0.02
KGD4,520,0.28,0.2,1.6,0.98,0.12
MAP3K21,50,0.28,0.3,0.9,0.46,0.05
NPM1P39,7,0.28,0.4,0.7,0.3,0.02
OST4,3433,0.28,0.2,1.7,1.08,0.14
PCNT,357,0.28,0.2,1.2,0.65,0.07
PLAG1,90,0.28,0.3,0.8,0.38,0.03
PRR7,37,0.28,0.2,1.3,0.68,0.08
SHISA8,5,0.28,0.8,0.4,0.15,0.01
SLC2A1.DT,6,0.28,0.6,0.5,0.21,0.01
TMSB4X,120499,0.28,0.2,1.7,1.06,0.13
TRAPPC14,193,0.28,0.2,1.2,0.66,0.07
ALKAL2,7,0.279,0.6,0.4,0.19,0.01
ASCC3,789,0.279,0.1,2.6,2.02,0.34
CYP1B1.AS1,23,0.279,0.4,0.6,0.29,0.02
IPO9.AS1,3,0.279,1,0.3,0.1,0.01
KREMEN1,14,0.279,0.8,0.4,0.14,0.01
MRPL51,1336,0.279,0.1,1.9,1.27,0.17
MTURN,1337,0.279,0.3,0.9,0.41,0.04
NDUFAF5,114,0.279,0.2,1.2,0.63,0.07
OSBPL7,114,0.279,0.3,0.9,0.4,0.04
PRPF39,401,0.279,0.2,1.4,0.78,0.09
RGPD3,13,0.279,0.6,0.5,0.2,0.01
SKIC8,861,0.279,0.1,2,1.38,0.19
SMG5,533,0.279,0.2,1.5,0.84,0.1
SNHG6,2219,0.279,0.1,2.2,1.61,0.23
STEAP3,71,0.279,0.3,0.9,0.45,0.05
TRMT5,222,0.279,0.2,1.5,0.84,0.1
ZNG1E,377,0.279,0.3,1.1,0.56,0.06
ARL4A,418,0.278,0.2,1.5,0.85,0.1
C17orf58,66,0.278,0.2,1.3,0.71,0.08
C8orf44,33,0.278,0.4,0.8,0.34,0.03
CD101.AS1,9,0.278,0.5,0.6,0.24,0.02
DDIT3,117,0.278,0.2,1.7,1.02,0.13
DMXL2,1110,0.278,0.3,0.9,0.42,0.04
LINC00237,6,0.278,0.6,0.5,0.2,0.01
MINDY3,169,0.278,0.2,1.4,0.82,0.1
NBPF12,274,0.278,0.3,0.8,0.39,0.04
POMC,53,0.278,0.3,1.1,0.54,0.06
RPIA,887,0.278,0.1,2.9,2.43,0.47
SPINT2,760,0.278,0.2,1.7,1.07,0.13
TMEM223,224,0.278,0.2,1.7,1.02,0.13
ZNF541,3,0.278,1,0.3,0.11,0.01
ANAPC11,670,0.277,0.1,1.9,1.25,0.16
C8orf76,292,0.277,0.2,1.7,1.04,0.13
CLIC2,259,0.277,0.3,0.9,0.44,0.04
GSDMD,804,0.277,0.1,1.9,1.23,0.16
LAMA5,29,0.277,0.6,0.5,0.19,0.01
LINC01278,210,0.277,0.2,1.6,0.96,0.12
LINC01291,79,0.277,1.1,0.2,0.09,0.01
MEOX1,55,0.277,0.4,0.8,0.35,0.03
ABCG1,354,0.276,0.3,0.9,0.44,0.05
ACSBG1,146,0.276,0.3,1,0.52,0.05
ANXA2,10847,0.276,0.2,1.4,0.76,0.09
C1orf115,76,0.276,0.3,0.9,0.46,0.05
CCDC138,83,0.276,0.2,1.3,0.72,0.08
COPS3,1582,0.276,0.1,2.1,1.44,0.2
FRMD3,211,0.276,0.4,0.6,0.28,0.02
LINC02863,6,0.276,0.6,0.5,0.2,0.01
NPM3,297,0.276,0.2,1.5,0.86,0.1
OSTC,2370,0.276,0.1,1.9,1.27,0.17
POMP,1616,0.276,0.2,1.6,0.98,0.12
PPP1R2B,6,0.276,0.5,0.6,0.26,0.02
PRH1,9,0.276,0.5,0.6,0.24,0.02
PSD3,36,0.276,0.3,0.9,0.43,0.04
PTRH2,368,0.276,0.2,1.6,0.99,0.12
RANP1,8,0.276,0.4,0.7,0.32,0.03
SPATA1,8,0.276,0.8,0.4,0.14,0.01
SS18L2,702,0.276,0.1,1.9,1.29,0.17
TIMM23B,101,0.276,0.2,1.2,0.64,0.07
ZFAND2A,223,0.276,0.2,1.2,0.66,0.07
CLNK,11,0.275,0.5,0.5,0.23,0.02
GCNT1,556,0.275,0.2,1.2,0.66,0.07
H1.2,228,0.275,0.2,1.1,0.57,0.06
NUP88,1485,0.275,0.2,1.6,0.95,0.11
PDZD2,14,0.275,0.5,0.5,0.23,0.02
RPL7A,51050,0.275,0.1,2.3,1.72,0.26
SYNPO,117,0.275,0.4,0.7,0.29,0.02
TSNAX.DT,65,0.275,0.3,0.9,0.46,0.05
TXNDC17,505,0.275,0.2,1.4,0.81,0.1
CCNH,583,0.274,0.1,1.9,1.2,0.15
CHKA,107,0.274,0.2,1.3,0.72,0.08
GTF2A2,999,0.274,0.1,2.4,1.82,0.28
HDAC4.AS1,5,0.274,0.6,0.5,0.2,0.01
IRF8,3864,0.274,0.2,1.1,0.59,0.07
LMCD1,13,0.274,0.4,0.6,0.27,0.02
MRPL1,450,0.274,0.2,1.6,0.94,0.11
MRPL13,617,0.274,0.2,1.3,0.7,0.08
MYL12B,7886,0.274,0.1,2.3,1.67,0.24
NOP10,1236,0.274,0.1,1.9,1.21,0.16
PAXBP1,424,0.274,0.2,1.4,0.76,0.09
PPEF1,6,0.274,0.7,0.4,0.16,0.01
RAI1,130,0.274,0.2,1.4,0.75,0.09
RPL38,17514,0.274,0.2,1.8,1.15,0.15
SELENOP,25,0.274,0.3,0.8,0.37,0.03
CLN8.AS1,192,0.273,0.2,1.8,1.12,0.14
DDX50,1243,0.273,0.1,2.7,2.16,0.38
ELAC1,236,0.273,0.2,1.8,1.13,0.14
HDAC2.AS2,12,0.273,0.4,0.6,0.28,0.02
MCEE,106,0.273,0.2,1.5,0.87,0.1
PRIMPOL,270,0.273,0.2,1.6,0.94,0.11
STRIP2,10,0.273,0.6,0.5,0.2,0.01
ALG1L9P.1,4,0.272,0.6,0.5,0.19,0.01
ATF7,522,0.272,0.1,2.5,1.91,0.3
CLEC4A,1339,0.272,0.3,0.9,0.44,0.05
CLPB,240,0.272,0.2,1.1,0.6,0.07
MAP3K8,374,0.272,0.2,1.4,0.75,0.09
NDUFB2,946,0.272,0.1,1.8,1.18,0.15
PIGH,243,0.272,0.1,2.6,2.03,0.34
POLRMTP1,10,0.272,0.8,0.4,0.14,0.01
RBIS,1114,0.272,0.1,1.9,1.21,0.16
RPL39L,77,0.272,0.3,1.1,0.54,0.06
SNX25,221,0.272,0.2,1.1,0.59,0.07
CEP250,344,0.271,0.2,1.2,0.65,0.07
FAM201A,9,0.271,0.4,0.7,0.3,0.02
GLRX3,1071,0.271,0.2,1.6,0.98,0.12
HSPE1.MOB4,64,0.271,0.5,0.6,0.26,0.02
KIF1C.AS1,4,0.271,0.6,0.4,0.18,0.01
LINC00540,17,0.271,0.4,0.6,0.28,0.02
LINC01973,3,0.271,1,0.3,0.11,0.01
LRP2BP,9,0.271,0.6,0.5,0.19,0.01
MCAM,10,0.271,0.7,0.4,0.15,0.01
MEMO1,891,0.271,0.1,2,1.32,0.18
NGFR,9,0.271,0.4,0.6,0.27,0.02
NR1H3,68,0.271,0.3,0.9,0.43,0.04
RBBP8,304,0.271,0.3,1,0.49,0.05
RNASEK.C17orf49,20,0.271,0.5,0.5,0.22,0.02
SOWAHD,95,0.271,0.3,1,0.5,0.05
VEGFB,364,0.271,0.2,1.4,0.76,0.09
ALG8,363,0.27,0.2,1.5,0.91,0.11
APBB2,26,0.27,0.6,0.4,0.18,0.01
CRB2,4,0.27,0.7,0.4,0.15,0.01
DMAC1,591,0.27,0.2,1.6,0.96,0.12
GGTA1,297,0.27,0.3,0.8,0.37,0.03
IGLV3.16,16,0.27,0.6,0.4,0.18,0.01
KCTD15,152,0.27,0.3,0.9,0.43,0.04
ORMDL1,1147,0.27,0.1,3.2,2.88,0.61
PDE5A,227,0.27,0.3,0.8,0.38,0.03
POLRMT,341,0.27,0.2,1.2,0.65,0.07
SEC24B.AS1,16,0.27,0.3,0.8,0.38,0.03
TAPT1,806,0.27,0.3,1,0.48,0.05
ACOT4,35,0.269,0.4,0.6,0.27,0.02
AHDC1,108,0.269,0.2,1.4,0.79,0.09
C16orf74,102,0.269,0.3,1,0.49,0.05
C1orf74,66,0.269,0.3,0.9,0.42,0.04
CUZD1,15,0.269,0.5,0.5,0.23,0.02
IFNGR2,2146,0.269,0.3,1,0.52,0.05
LARP7,705,0.269,0.2,1.5,0.84,0.1
LINC02482,31,0.269,0.2,1.1,0.59,0.06
METTL14.DT,5,0.269,1.1,0.3,0.1,0.01
PFDN2,554,0.269,0.1,2.2,1.53,0.22
RPL31P4,15,0.269,0.3,0.8,0.39,0.04
TIFA,774,0.269,0.2,1.3,0.73,0.08
USP9Y,571,0.269,1.3,0.2,0.08,0.01
ATP5F1C,2578,0.268,0.1,1.9,1.26,0.16
ELOB,1619,0.268,0.2,1.7,1.01,0.12
GTF2H5,448,0.268,0.1,2,1.31,0.18
HCFC1R1,171,0.268,0.1,2.2,1.54,0.23
HPF1,397,0.268,0.1,2,1.34,0.18
LINC02694,17,0.268,0.4,0.6,0.26,0.02
MHENCR,97,0.268,0.3,1,0.51,0.05
NENF,502,0.268,0.1,1.8,1.17,0.15
NHLRC1,34,0.268,0.3,1,0.52,0.05
RCN2,912,0.268,0.2,1.6,0.98,0.12
SEMA3G,11,0.268,0.7,0.4,0.16,0.01
YBX3,2013,0.268,0.2,1.4,0.76,0.09
ZNF461,115,0.268,0.2,1.1,0.58,0.06
AHSA2P.1,578,0.267,0.3,0.9,0.44,0.04
COMTD1,66,0.267,0.2,1.3,0.71,0.08
FAM88F,6,0.267,0.8,0.4,0.14,0.01
FHIT,171,0.267,0.3,1.1,0.54,0.06
H2BC18,5,0.267,0.7,0.4,0.16,0.01
ITGAX,1237,0.267,0.3,0.8,0.38,0.03
NBPF14,629,0.267,0.4,0.8,0.34,0.03
