symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
SPRYD3,714,0.09,0.13,0.7,0.33,0.18
LAMP1,3871,-0.06,0.09,-0.7,0.33,0.18
SEPHS1,603,0.07,0.1,0.7,0.33,0.18
RNF13,2040,-0.1,0.14,-0.7,0.33,0.18
BCKDHA,655,-0.07,0.1,-0.7,0.33,0.18
EPHA1.AS1,102,-0.18,0.25,-0.7,0.33,0.18
IRF2BP1,323,0.09,0.12,0.7,0.33,0.18
PASK,688,0.22,0.3,0.7,0.33,0.18
EXOC8,416,-0.1,0.14,-0.7,0.33,0.18
FAM118B,356,0.11,0.15,0.7,0.33,0.18
DDX52,466,-0.07,0.09,-0.7,0.33,0.18
PKD1,253,-0.22,0.31,-0.7,0.33,0.18
PNPLA8,1157,-0.07,0.1,-0.7,0.33,0.18
PAFAH2,457,-0.1,0.14,-0.7,0.33,0.18
RNF121,211,0.07,0.09,0.7,0.33,0.18
SDC3,78,-0.25,0.35,-0.7,0.33,0.18
ATG4D,204,-0.11,0.15,-0.7,0.33,0.18
PAX8.AS1,225,-0.5,0.7,-0.7,0.33,0.18
RAB18,1576,0.07,0.1,0.7,0.32,0.18
ATG4C,503,0.09,0.12,0.7,0.32,0.18
TREX1,319,0.11,0.15,0.7,0.32,0.18
AP2S1,1499,0.1,0.14,0.7,0.32,0.18
INPP4B,1505,-0.17,0.24,-0.7,0.32,0.18
NFE2L2,2975,-0.09,0.13,-0.7,0.32,0.18
STK32C,224,0.09,0.13,0.7,0.32,0.18
BTRC,347,-0.13,0.19,-0.7,0.32,0.18
MYO18A,1086,-0.07,0.1,-0.7,0.32,0.18
INTS2,306,-0.06,0.09,-0.7,0.32,0.18
DHDDS,285,0.1,0.14,0.7,0.32,0.18
MAP3K10,94,-0.24,0.33,-0.7,0.32,0.18
XKR8,311,-0.07,0.1,-0.7,0.32,0.18
SMG6,337,-0.12,0.16,-0.7,0.32,0.18
C1orf56,320,0.13,0.18,0.7,0.32,0.18
TMIGD2,176,-0.19,0.27,-0.7,0.32,0.18
SLC16A10,72,-0.23,0.32,-0.7,0.32,0.18
SLC18B1,445,-0.11,0.15,-0.7,0.32,0.18
TAGLN,234,-0.24,0.34,-0.7,0.32,0.18
TENT2,1297,-0.04,0.06,-0.7,0.32,0.18
IPO7,2481,-0.08,0.11,-0.7,0.32,0.18
CHROMR,215,-0.14,0.2,-0.7,0.32,0.18
SLC27A4,234,-0.09,0.13,-0.7,0.32,0.18
CAB39L,150,0.09,0.13,0.7,0.32,0.18
RAPGEF6,1577,-0.17,0.23,-0.7,0.32,0.18
NCOA7,820,-0.1,0.14,-0.7,0.32,0.18
FUT7,238,0.14,0.19,0.7,0.32,0.18
PIP4P1,430,-0.1,0.14,-0.7,0.32,0.18
FAM199X,1294,-0.08,0.11,-0.7,0.32,0.18
ERCC8,266,-0.08,0.11,-0.7,0.32,0.18
EIF4G1,2371,-0.06,0.08,-0.7,0.32,0.18
SH3BP4,73,-0.21,0.29,-0.7,0.32,0.18
EIF3J.DT,224,0.09,0.12,0.7,0.32,0.18
TRIP12,3412,-0.05,0.08,-0.7,0.32,0.18
COMT,861,-0.1,0.15,-0.7,0.32,0.18
GBE1,384,-0.07,0.1,-0.7,0.32,0.18
ARFGAP3,1072,-0.05,0.07,-0.7,0.32,0.18
C2orf42,238,-0.12,0.16,-0.7,0.32,0.18
TUBA4A,1715,-0.13,0.18,-0.7,0.32,0.18
ATL1,91,0.17,0.24,0.7,0.32,0.18
UBC,7768,-0.07,0.1,-0.7,0.32,0.18
CEP295,135,-0.19,0.27,-0.7,0.32,0.18
CHST14,211,-0.07,0.1,-0.7,0.32,0.18
DZIP3,289,0.14,0.2,0.7,0.32,0.18
TWF2,1523,0.05,0.08,0.7,0.32,0.18
TIMM21,221,0.07,0.09,0.7,0.32,0.18
IRGQ,151,0.22,0.31,0.7,0.32,0.18
ZFP90,565,-0.1,0.14,-0.7,0.32,0.18
ZNF738,129,0.13,0.18,0.7,0.32,0.18
UQCRC1,1588,0.08,0.11,0.7,0.32,0.18
CENPB,1353,-0.05,0.07,-0.7,0.32,0.18
WASH6P,116,0.46,0.65,0.7,0.32,0.18
ENTPD5,149,-0.11,0.15,-0.7,0.32,0.18
TDG,787,0.06,0.09,0.7,0.32,0.18
MCM8,126,0.17,0.24,0.7,0.32,0.18
ZNF141,343,-0.11,0.16,-0.7,0.32,0.18
DNAJC1,522,0.08,0.11,0.7,0.32,0.18
NONO,5454,-0.04,0.06,-0.7,0.32,0.18
INTS4,415,-0.07,0.1,-0.7,0.32,0.18
RALGDS,587,-0.13,0.19,-0.7,0.32,0.18
BSCL2,318,0.18,0.25,0.7,0.32,0.18
ZMAT3,913,-0.09,0.12,-0.7,0.32,0.18
IGHV1.69D,112,0.3,0.42,0.7,0.32,0.18
APBA2,433,-0.16,0.23,-0.7,0.32,0.18
PCNP,3499,0.06,0.08,0.7,0.32,0.18
IFI35,692,0.15,0.22,0.7,0.32,0.18
FRYL,1434,-0.05,0.07,-0.7,0.32,0.18
TADA2A,199,-0.1,0.15,-0.7,0.32,0.18
IFI16,4285,0.09,0.13,0.7,0.32,0.18
PLEKHF1,209,0.19,0.27,0.7,0.32,0.17
PPME1,225,0.09,0.13,0.7,0.32,0.17
PINX1,205,0.09,0.13,0.7,0.32,0.17
ZNF419,183,0.12,0.17,0.7,0.32,0.17
CDK2AP1,657,-0.15,0.21,-0.7,0.32,0.17
PCYOX1,827,-0.1,0.14,-0.7,0.32,0.17
DNMT3A,416,-0.09,0.13,-0.7,0.32,0.17
HIP1R,280,-0.23,0.32,-0.7,0.32,0.17
FADS2,229,-0.28,0.39,-0.7,0.32,0.17
DNAJB2,517,-0.05,0.08,-0.7,0.32,0.17
GOLGA7,1182,0.06,0.09,0.7,0.32,0.17
PRDM8,118,-0.14,0.19,-0.7,0.32,0.17
GPR155,457,-0.11,0.16,-0.7,0.32,0.17
LZTFL1,287,0.09,0.13,0.7,0.32,0.17
EIF4ENIF1,393,-0.09,0.13,-0.7,0.32,0.17
TRBV3.1,97,0.19,0.27,0.7,0.32,0.17
GLI4,68,-0.16,0.23,-0.7,0.32,0.17
IL10RA,5769,-0.08,0.12,-0.7,0.32,0.17
PCBP1.AS1.1,2751,0.11,0.16,0.7,0.32,0.17
C1orf52,416,0.08,0.11,0.7,0.32,0.17
TBC1D22B,270,0.08,0.12,0.7,0.32,0.17
RPS4Y1,6437,0.79,1.13,0.7,0.32,0.17
TRRAP,846,0.07,0.1,0.7,0.32,0.17
CAT,3424,-0.1,0.15,-0.7,0.32,0.17
DRAM1,427,-0.19,0.28,-0.7,0.32,0.17
GM2A,1972,-0.15,0.21,-0.7,0.32,0.17
LNPEP,3685,-0.09,0.13,-0.7,0.31,0.17
IK,2706,-0.04,0.06,-0.7,0.31,0.17
OGG1,295,-0.06,0.09,-0.7,0.31,0.17
MKLN1,824,-0.11,0.16,-0.7,0.31,0.17
ZNF24,2359,-0.07,0.1,-0.7,0.31,0.17
CYP2R1,167,0.11,0.15,0.7,0.31,0.17
ZRANB1,622,-0.09,0.12,-0.7,0.31,0.17
TGFBR1,1653,-0.09,0.12,-0.7,0.31,0.17
UBA6,812,0.06,0.09,0.7,0.31,0.17
LRRC8A,305,-0.12,0.17,-0.7,0.31,0.17
KATNB1,216,-0.09,0.12,-0.7,0.31,0.17
SPATC1L,66,-0.28,0.4,-0.7,0.31,0.17
NMNAT1,147,-0.13,0.19,-0.7,0.31,0.17
PAK2,5389,-0.06,0.08,-0.7,0.31,0.17
ZNG1C,222,-0.12,0.18,-0.7,0.31,0.17
EIF5A2,243,0.17,0.24,0.7,0.31,0.17
KIFBP,117,-0.12,0.18,-0.7,0.31,0.17
SEH1L,554,0.06,0.09,0.7,0.31,0.17
PARP10,676,-0.15,0.22,-0.7,0.31,0.17
ZNF100,331,-0.17,0.24,-0.7,0.31,0.17
LIG3,430,-0.15,0.21,-0.7,0.31,0.17
C1orf54,108,0.21,0.3,0.7,0.31,0.17
UTP14A,414,-0.06,0.08,-0.7,0.31,0.17
S100PBP,465,-0.09,0.13,-0.7,0.31,0.17
GUCY2C.AS1,88,0.15,0.21,0.7,0.31,0.17
RAD23A,1358,0.04,0.06,0.7,0.31,0.17
CYB5R4,1731,-0.1,0.14,-0.7,0.31,0.17
ATP5F1B,7002,0.06,0.08,0.7,0.31,0.17
TRIM28,2232,-0.07,0.11,-0.7,0.31,0.17
ALDH16A1,567,0.09,0.13,0.7,0.31,0.17
FAM117B,844,0.1,0.15,0.7,0.31,0.17
NOMO2,1412,0.1,0.15,0.7,0.31,0.17
EIF1AY,786,0.83,1.2,0.7,0.31,0.17
HOXB2,97,0.2,0.29,0.7,0.31,0.17
ZNF792,332,0.11,0.16,0.7,0.31,0.17
PLEKHA8,231,-0.06,0.09,-0.7,0.31,0.17
CNPPD1,1527,0.05,0.07,0.7,0.31,0.17
MAF1,1701,0.05,0.07,0.7,0.31,0.17
MBNL3,1708,0.1,0.14,0.7,0.31,0.17
CHST11,1131,-0.07,0.1,-0.7,0.31,0.17
TMBIM1,3013,-0.07,0.1,-0.7,0.31,0.17
VDAC1,2072,0.05,0.08,0.7,0.31,0.17
DENND2D,2137,0.11,0.16,0.7,0.31,0.17
SMAD1,129,0.24,0.34,0.7,0.31,0.17
CLN8,225,-0.09,0.14,-0.7,0.31,0.17
APPBP2,744,-0.06,0.09,-0.7,0.31,0.17
PSMC1,1979,0.07,0.11,0.7,0.31,0.17
CLEC1B,142,-0.25,0.37,-0.7,0.31,0.17
SEC62,3018,0.08,0.12,0.7,0.31,0.17
LDLR,312,0.17,0.24,0.7,0.31,0.17
LRWD1,149,0.1,0.14,0.7,0.31,0.17
SUGP1,405,-0.06,0.09,-0.7,0.31,0.17
SFMBT1,261,-0.14,0.21,-0.7,0.31,0.17
CLEC5A,100,-0.3,0.43,-0.7,0.31,0.17
MAP7D1,1616,-0.07,0.1,-0.7,0.31,0.17
RPP14,320,0.12,0.18,0.7,0.31,0.17
EARS2,180,0.1,0.14,0.7,0.31,0.17
AGPAT2,371,-0.12,0.18,-0.7,0.31,0.17
PBXIP1,4532,0.1,0.15,0.7,0.31,0.17
SEC23B,1123,-0.06,0.08,-0.7,0.31,0.17
ABCB1,395,0.18,0.26,0.7,0.31,0.17
PRIMPOL,265,0.1,0.14,0.7,0.31,0.17
C19orf38,1368,-0.16,0.24,-0.7,0.31,0.17
THTPA,151,0.09,0.13,0.7,0.31,0.17
POLR1F,393,0.11,0.17,0.7,0.31,0.17
ZNF880,170,0.1,0.15,0.7,0.31,0.17
YY1,2940,-0.04,0.06,-0.7,0.31,0.17
FLNA,16329,-0.09,0.13,-0.7,0.31,0.17
SLC25A6.1,5373,0.08,0.12,0.7,0.31,0.17
BAX,799,0.06,0.09,0.7,0.31,0.17
MMAB,181,0.11,0.15,0.7,0.31,0.17
ZNF248,145,-0.13,0.2,-0.7,0.31,0.17
GLRX,2528,0.12,0.17,0.7,0.3,0.17
TMEM276.ZFTRAF1,71,-0.41,0.61,-0.7,0.3,0.17
GPR34,138,0.32,0.47,0.7,0.3,0.17
TM9SF1,347,-0.11,0.16,-0.7,0.3,0.17
MIIP,262,-0.12,0.18,-0.7,0.3,0.17
RNF2,727,0.08,0.11,0.7,0.3,0.17
ARHGAP24,194,-0.16,0.24,-0.7,0.3,0.17
CXCR1,67,-0.27,0.39,-0.7,0.3,0.17
MT.CO1,1115888,-0.37,0.55,-0.7,0.3,0.17
TM9SF3,3917,-0.06,0.09,-0.7,0.3,0.17
PPBP,4207,-0.35,0.52,-0.7,0.3,0.17
FOLR2,98,-0.2,0.3,-0.7,0.3,0.17
SYT11,1014,0.11,0.16,0.7,0.3,0.17
SP100,2865,0.07,0.1,0.7,0.3,0.17
PPOX,121,-0.19,0.28,-0.7,0.3,0.17
RASGEF1B,295,-0.19,0.28,-0.7,0.3,0.17
SLC9A3.OT1,156,-0.11,0.17,-0.7,0.3,0.17
IKBKE,543,0.07,0.1,0.7,0.3,0.17
MCUR1,489,-0.14,0.2,-0.7,0.3,0.17
STX7,2440,0.1,0.15,0.7,0.3,0.17
MICALL1,207,0.1,0.15,0.7,0.3,0.17
SERP1,5783,0.06,0.1,0.7,0.3,0.17
HIVEP3,260,0.12,0.18,0.7,0.3,0.17
TUBG1,83,0.12,0.18,0.7,0.3,0.17
STOM,3287,0.12,0.18,0.7,0.3,0.17
DCP1B,225,0.1,0.15,0.7,0.3,0.17
PPP2R2B,211,0.22,0.33,0.7,0.3,0.17
CYB5R1,757,-0.07,0.11,-0.7,0.3,0.17
BMI1,1560,0.08,0.12,0.7,0.3,0.17
RAB43,414,-0.15,0.22,-0.7,0.3,0.17
MORF4L1,6768,0.06,0.09,0.7,0.3,0.17
HNRNPA1P7,91,0.08,0.12,0.7,0.3,0.17
KIAA1191,1116,0.05,0.07,0.7,0.3,0.17
TBC1D15,1350,0.08,0.11,0.7,0.3,0.17
PINK1,413,0.1,0.14,0.7,0.3,0.17
ESD,1457,0.05,0.07,0.7,0.3,0.17
FPR1,3161,-0.22,0.32,-0.7,0.3,0.17
HMGB1P6,731,0.11,0.16,0.7,0.3,0.17
PPWD1,706,-0.07,0.11,-0.7,0.3,0.17
TM2D1,287,-0.06,0.08,-0.7,0.3,0.16
BRI3BP,690,-0.06,0.09,-0.7,0.3,0.16
ING3,510,0.04,0.07,0.7,0.3,0.16
FOXP3,101,-0.21,0.31,-0.7,0.3,0.16
TRAF4,144,-0.16,0.24,-0.7,0.3,0.16
FANCE,99,-0.09,0.14,-0.7,0.3,0.16
KLF4,1428,-0.22,0.32,-0.7,0.3,0.16
DUSP16,824,-0.19,0.28,-0.7,0.3,0.16
CANT1,867,0.07,0.11,0.7,0.3,0.16
ACTR10,1156,0.09,0.13,0.7,0.3,0.16
DBNDD2,169,0.09,0.14,0.7,0.3,0.16
CEP83,95,-0.15,0.23,-0.7,0.3,0.16
CENPV,72,0.17,0.25,0.7,0.3,0.16
CD33,914,-0.17,0.26,-0.7,0.3,0.16
TAF13,337,-0.11,0.16,-0.7,0.3,0.16
IL12RB1,637,0.1,0.15,0.7,0.3,0.16
IFI44L,905,-0.37,0.55,-0.7,0.3,0.16
CEP43,159,0.12,0.19,0.7,0.3,0.16
SMARCA5,2689,-0.06,0.08,-0.7,0.3,0.16
CSTF1,487,0.1,0.15,0.7,0.3,0.16
MRPL20.AS1,293,0.07,0.11,0.7,0.3,0.16
EIF4B,20184,-0.09,0.13,-0.7,0.3,0.16
ZAP70,1331,-0.15,0.22,-0.7,0.3,0.16
PAX5,776,0.27,0.41,0.7,0.3,0.16
GRAP,481,0.16,0.24,0.7,0.3,0.16
SIGLEC1,278,0.4,0.6,0.7,0.3,0.16
TMEM248,2474,0.06,0.09,0.7,0.3,0.16
HEXA,1591,-0.09,0.13,-0.7,0.3,0.16
CARF,134,-0.14,0.2,-0.7,0.3,0.16
TRBV5.1,247,0.19,0.29,0.7,0.3,0.16
GNL1,727,0.07,0.11,0.7,0.3,0.16
FNDC3B,471,-0.11,0.16,-0.7,0.3,0.16
EFNB1,206,-0.09,0.14,-0.7,0.3,0.16
MT.ND2,324546,-0.41,0.62,-0.7,0.3,0.16
GIMAP7,5670,0.14,0.21,0.7,0.29,0.16
TRAV26.1,88,0.23,0.34,0.7,0.29,0.16
BET1L,884,-0.08,0.12,-0.7,0.29,0.16
GBA1LP.1,125,0.28,0.42,0.7,0.29,0.16
PWWP2B,201,-0.08,0.12,-0.7,0.29,0.16
ATP2C1,939,-0.05,0.08,-0.7,0.29,0.16
INTS10,1212,0.07,0.1,0.7,0.29,0.16
C2orf69,503,0.08,0.12,0.7,0.29,0.16
FARP1,553,0.09,0.13,0.7,0.29,0.16
NDRG3,1082,0.05,0.08,0.7,0.29,0.16
BEND5,75,0.27,0.4,0.7,0.29,0.16
TRPM7,1156,-0.09,0.13,-0.7,0.29,0.16
YPEL3,1144,-0.06,0.09,-0.7,0.29,0.16
MAGEE1,139,0.15,0.23,0.7,0.29,0.16
TRBV7.3,62,0.28,0.42,0.7,0.29,0.16
EHD4,790,-0.07,0.11,-0.7,0.29,0.16
RP2,1613,-0.11,0.16,-0.7,0.29,0.16
ABITRAM,263,-0.06,0.09,-0.7,0.29,0.16
TRBV14,86,0.2,0.3,0.7,0.29,0.16
ATXN1,761,0.07,0.11,0.7,0.29,0.16
P2RY14,247,0.2,0.31,0.7,0.29,0.16
P2RX4,445,-0.09,0.14,-0.7,0.29,0.16
TMEM70,696,0.16,0.24,0.7,0.29,0.16
ZNF75D,367,0.08,0.12,0.7,0.29,0.16
CHD1L,595,-0.05,0.08,-0.7,0.29,0.16
ASB16.AS1,101,-0.14,0.21,-0.7,0.29,0.16
AGPS,1221,-0.09,0.13,-0.7,0.29,0.16
PPP1R3B,237,0.11,0.17,0.7,0.29,0.16
NMUR1,76,-0.22,0.34,-0.7,0.29,0.16
CAPZA2,4726,-0.1,0.15,-0.7,0.29,0.16
DDX31,154,-0.07,0.1,-0.7,0.29,0.16
HELQ,308,0.09,0.14,0.7,0.29,0.16
VIPAS39,316,-0.06,0.08,-0.7,0.29,0.16
SYTL2,436,0.15,0.23,0.7,0.29,0.16
ZNF787,393,-0.07,0.11,-0.7,0.29,0.16
WDR12,343,-0.07,0.11,-0.7,0.29,0.16
IKZF3,1800,0.14,0.21,0.7,0.29,0.16
LZIC,860,-0.06,0.09,-0.7,0.29,0.16
EMD,579,0.04,0.07,0.7,0.29,0.16
DCAF17,556,-0.08,0.13,-0.7,0.29,0.16
TOR1AIP1,2241,0.07,0.1,0.7,0.29,0.16
TRNT1,508,-0.06,0.1,-0.7,0.29,0.16
BRPF3,371,-0.11,0.17,-0.7,0.29,0.16
ACLY,2204,-0.04,0.06,-0.7,0.29,0.16
KIAA1143,1151,0.07,0.11,0.7,0.29,0.16
KLHL12,706,0.04,0.06,0.7,0.29,0.16
PDIA5,119,0.1,0.15,0.7,0.29,0.16
SRSF7,2149,0.09,0.14,0.7,0.29,0.16
GOLM2,2009,-0.05,0.08,-0.7,0.29,0.16
HEXIM1,900,0.09,0.13,0.7,0.29,0.16
NFIX,126,-0.15,0.23,-0.7,0.29,0.16
DNAAF10,175,-0.08,0.13,-0.6,0.29,0.16
AMD1,2245,0.07,0.1,0.6,0.29,0.16
TPMT,893,0.08,0.13,0.6,0.29,0.16
ABHD11,92,0.15,0.22,0.6,0.29,0.16
TRIM37,287,-0.09,0.13,-0.6,0.29,0.16
ZNF483,90,0.21,0.32,0.6,0.29,0.16
PDCD4.AS1,188,0.09,0.14,0.6,0.29,0.16
TTF1,275,0.08,0.12,0.6,0.29,0.16
IFIT3,1218,0.34,0.53,0.6,0.29,0.16
LAMTOR1,2653,0.11,0.18,0.6,0.29,0.16
ZNF780B,304,0.14,0.21,0.6,0.29,0.16
RGMB,111,-0.21,0.32,-0.6,0.29,0.16
ARHGAP11A,175,-0.2,0.3,-0.6,0.29,0.16
TDRD9,91,-0.27,0.41,-0.6,0.29,0.16
CERS2,2047,-0.06,0.1,-0.6,0.29,0.16
CERS5,632,0.08,0.12,0.6,0.29,0.16
ZNF770,860,-0.12,0.19,-0.6,0.29,0.16
TAF1B,204,-0.09,0.13,-0.6,0.28,0.16
TLR3,73,0.19,0.3,0.6,0.28,0.16
ZFP1,257,-0.11,0.17,-0.6,0.28,0.16
ARL15,313,-0.08,0.13,-0.6,0.28,0.16
DPP3,377,-0.11,0.16,-0.6,0.29,0.16
NUB1,2062,-0.08,0.13,-0.6,0.28,0.15
PLEK,6505,-0.09,0.13,-0.6,0.28,0.15
RHOA,18894,0.06,0.1,0.6,0.28,0.15
NIPBL.DT,207,-0.13,0.2,-0.6,0.28,0.15
DNASE2,747,0.08,0.12,0.6,0.28,0.15
ARRDC3,1994,0.1,0.16,0.6,0.28,0.15
ZNF322,365,-0.1,0.15,-0.6,0.28,0.15
MASTL,136,-0.12,0.18,-0.6,0.28,0.15
CDK2,235,0.1,0.15,0.6,0.28,0.15
NUP155,412,-0.08,0.12,-0.6,0.28,0.15
HNRNPUL2.BSCL2,318,-0.43,0.67,-0.6,0.28,0.15
SPG11,1363,-0.09,0.14,-0.6,0.28,0.15
PHLDB2,92,-0.17,0.27,-0.6,0.28,0.15
CLIC3,115,-0.19,0.29,-0.6,0.28,0.15
MRFAP1,3256,-0.05,0.08,-0.6,0.28,0.15
IFTAP,83,0.15,0.24,0.6,0.28,0.15
TYW1,391,-0.07,0.11,-0.6,0.28,0.15
CUL1,1531,0.09,0.14,0.6,0.28,0.15
YIPF2,186,-0.08,0.13,-0.6,0.28,0.15
OLFM1,90,-0.24,0.37,-0.6,0.28,0.15
LHFPL5,185,0.08,0.12,0.6,0.28,0.15
GPR27,164,-0.22,0.34,-0.6,0.28,0.15
GIMAP5,3278,0.13,0.21,0.6,0.28,0.15
DST,106,-0.22,0.35,-0.6,0.28,0.15
GABPB1.AS1,182,-0.12,0.19,-0.6,0.28,0.15
ATP6AP1,1531,-0.06,0.1,-0.6,0.28,0.15
CTSD,6645,-0.11,0.17,-0.6,0.28,0.15
PLPBP,1294,0.06,0.1,0.6,0.28,0.15
NRG1,271,-0.22,0.35,-0.6,0.28,0.15
HLA.DMA,2737,0.1,0.16,0.6,0.28,0.15
DNAL4,153,-0.07,0.1,-0.6,0.28,0.15
WDR33,1085,-0.06,0.09,-0.6,0.28,0.15
YWHAB,12178,-0.04,0.07,-0.6,0.28,0.15
MRGBP,252,-0.06,0.09,-0.6,0.28,0.15
ST3GAL5,678,-0.07,0.1,-0.6,0.28,0.15
EIF2S1,1740,0.08,0.13,0.6,0.28,0.15
HSD17B12,845,0.12,0.19,0.6,0.28,0.15
ZNF668,80,-0.12,0.2,-0.6,0.28,0.15
LINC00205,123,-0.17,0.27,-0.6,0.28,0.15
ITPR1,967,0.11,0.17,0.6,0.28,0.15
CD5,1748,0.14,0.22,0.6,0.28,0.15
HNRNPA2B1,15616,0.04,0.06,0.6,0.28,0.15
ZNF672,477,0.05,0.07,0.6,0.28,0.15
AFTPH.DT,72,0.12,0.18,0.6,0.28,0.15
PAPOLG,683,-0.06,0.09,-0.6,0.28,0.15
ADPGK,1827,-0.08,0.13,-0.6,0.28,0.15
CHM,512,0.08,0.12,0.6,0.28,0.15
MLYCD,124,-0.09,0.14,-0.6,0.28,0.15
AMACR,181,-0.11,0.17,-0.6,0.28,0.15
PCIF1,661,0.04,0.06,0.6,0.28,0.15
ATF2,1041,-0.08,0.12,-0.6,0.28,0.15
NUDT19,329,-0.07,0.11,-0.6,0.28,0.15
RNF170,375,-0.05,0.08,-0.6,0.28,0.15
CLTC,4509,-0.07,0.12,-0.6,0.28,0.15
HEBP2,1319,0.12,0.2,0.6,0.28,0.15
TAB2,3280,-0.06,0.09,-0.6,0.28,0.15
APH1B,441,0.09,0.14,0.6,0.28,0.15
KLHL21,444,-0.09,0.14,-0.6,0.28,0.15
ZDHHC3,991,-0.04,0.07,-0.6,0.28,0.15
CEP76,93,0.13,0.2,0.6,0.28,0.15
ENC1,261,-0.15,0.24,-0.6,0.28,0.15
ARID1B,940,-0.07,0.11,-0.6,0.28,0.15
KLHL22,318,-0.08,0.13,-0.6,0.28,0.15
PLCXD2,232,-0.11,0.17,-0.6,0.28,0.15
TLE1,197,0.2,0.31,0.6,0.28,0.15
GNG11,1025,-0.29,0.46,-0.6,0.28,0.15
CAPN1.AS1,257,-0.28,0.44,-0.6,0.28,0.15
OSTF1,2770,0.05,0.07,0.6,0.28,0.15
GPATCH4,308,0.1,0.16,0.6,0.28,0.15
COQ10A,107,-0.11,0.18,-0.6,0.28,0.15
LINC01410,98,0.21,0.34,0.6,0.28,0.15
GLCCI1,551,0.14,0.22,0.6,0.28,0.15
RBM38,1371,0.08,0.13,0.6,0.27,0.15
MED26,118,-0.08,0.13,-0.6,0.27,0.15
SHPK,134,-0.07,0.12,-0.6,0.27,0.15
WDR43,842,-0.06,0.1,-0.6,0.27,0.15
NSMCE4A,519,-0.09,0.15,-0.6,0.27,0.15
IER5,1423,0.09,0.15,0.6,0.27,0.15
CEP44,250,-0.08,0.13,-0.6,0.27,0.15
PRCC,770,-0.05,0.07,-0.6,0.27,0.15
MTA3,179,0.11,0.17,0.6,0.27,0.15
CTSC,3777,0.07,0.12,0.6,0.27,0.15
EGLN1,1397,0.06,0.09,0.6,0.27,0.15
DPY19L4,240,-0.09,0.15,-0.6,0.27,0.15
AFMID,88,0.14,0.23,0.6,0.27,0.15
WDR4,81,0.1,0.16,0.6,0.27,0.15
DACT1,198,-0.34,0.55,-0.6,0.27,0.15
PRDX6,2391,0.06,0.1,0.6,0.27,0.15
COPG1,1245,-0.07,0.11,-0.6,0.27,0.15
JAK3,1036,-0.11,0.17,-0.6,0.27,0.15
FAM131A,178,-0.1,0.17,-0.6,0.27,0.15
FAM120C,104,-0.09,0.15,-0.6,0.27,0.15
BRMS1L,104,-0.09,0.14,-0.6,0.27,0.15
OAT,1149,0.05,0.08,0.6,0.27,0.15
PML,644,-0.08,0.13,-0.6,0.27,0.15
KCTD18,604,0.03,0.05,0.6,0.27,0.15
TXNIP,66854,0.09,0.15,0.6,0.27,0.15
LRRC41,510,0.05,0.08,0.6,0.27,0.15
APMAP,2115,0.07,0.12,0.6,0.27,0.15
LRPAP1,1483,-0.08,0.13,-0.6,0.27,0.15
RTN4,4364,-0.07,0.11,-0.6,0.27,0.15
LETMD1,787,0.05,0.08,0.6,0.27,0.15
RAB20,189,-0.16,0.25,-0.6,0.27,0.15
EXOSC6,713,-0.06,0.1,-0.6,0.27,0.15
TRMT61A,102,-0.07,0.11,-0.6,0.27,0.15
BCAP29,636,0.05,0.09,0.6,0.27,0.15
C2CD5,1036,-0.04,0.07,-0.6,0.27,0.15
CEP41,200,0.13,0.22,0.6,0.27,0.15
FOXRED1,194,-0.08,0.12,-0.6,0.27,0.15
TBC1D13,440,-0.05,0.09,-0.6,0.27,0.15
ZDHHC18,813,-0.05,0.09,-0.6,0.27,0.15
CNP,829,-0.06,0.1,-0.6,0.27,0.15
MKNK2,2132,0.05,0.07,0.6,0.27,0.15
HSPA9,3446,0.04,0.06,0.6,0.27,0.15
YIPF4,1090,0.08,0.13,0.6,0.27,0.15
SPTAN1,2656,0.09,0.15,0.6,0.27,0.15
LINC01126,1737,-0.35,0.57,-0.6,0.27,0.15
IFRD1,486,-0.1,0.17,-0.6,0.27,0.15
GSK3A,987,-0.06,0.09,-0.6,0.27,0.15
RIC8B,189,-0.09,0.15,-0.6,0.27,0.15
ABHD15,467,-0.06,0.1,-0.6,0.27,0.15
RFC2,433,0.06,0.11,0.6,0.27,0.15
MORC2,522,0.08,0.13,0.6,0.27,0.15
ZNF470,112,-0.12,0.19,-0.6,0.27,0.15
TIAL1,1771,0.06,0.09,0.6,0.27,0.15
ABRAXAS2,540,0.05,0.09,0.6,0.27,0.15
ENPP4,556,0.14,0.22,0.6,0.27,0.15
DOK1,607,-0.08,0.14,-0.6,0.27,0.15
XPNPEP3,145,0.14,0.22,0.6,0.27,0.15
ZNF43,218,-0.1,0.16,-0.6,0.27,0.15
ADSS2,1690,-0.04,0.07,-0.6,0.27,0.14
POLR3F,245,0.06,0.09,0.6,0.27,0.14
NICN1,111,0.11,0.19,0.6,0.27,0.14
PPP2R2D,631,-0.04,0.06,-0.6,0.27,0.14
F8A1,601,-0.16,0.26,-0.6,0.27,0.14
ABLIM1,3663,-0.16,0.27,-0.6,0.27,0.14
ATAD3A,151,0.07,0.11,0.6,0.27,0.14
TCF3,719,0.1,0.17,0.6,0.27,0.14
TPM3P9.1,189,-0.15,0.25,-0.6,0.27,0.14
SCD,186,0.1,0.16,0.6,0.27,0.14
KMT2C,1271,-0.08,0.13,-0.6,0.27,0.14
