symbol,baseMean,log2FoldChange,lfcSE,stat,minus_log10_pvalue,minus_log10_padjvalue
GPSM3,5175,0.155,0.1,2.3,1.63,0.81
HNRNPA1,34080,0.155,0.1,1.3,0.69,0.32
MAD2L2,359,0.155,0.1,1.2,0.61,0.28
NCOA6,729,0.155,0.2,0.6,0.28,0.12
RPP14,318,0.155,0.2,0.7,0.29,0.12
TRBV12.4,78,0.155,0.5,0.3,0.12,0.05
EXOSC9,553,0.154,0.1,2.2,1.54,0.77
FAM66C,17,0.154,0.3,0.5,0.19,0.08
ISY1,982,0.154,0.1,1.7,1.07,0.51
LINC00680.1,176,0.154,0.2,0.7,0.32,0.14
LRPPRC,2552,0.154,0.1,1.5,0.86,0.4
NBPF25P.1,10,0.154,0.6,0.3,0.1,0.04
RETREG1,529,0.154,0.3,0.6,0.25,0.1
SEPTIN7,6201,0.154,0.2,0.9,0.47,0.21
TPI1,5310,0.154,0.1,1.2,0.62,0.28
TYSND1,255,0.154,0.1,1.3,0.7,0.32
UPP1,646,0.154,0.2,0.9,0.47,0.21
ARF5,1632,0.153,0.1,1,0.52,0.24
ARHGDIB,25852,0.153,0.1,1.6,0.94,0.44
ATF7,544,0.153,0.1,1.2,0.61,0.28
C1GALT1,1200,0.153,0.1,1.5,0.84,0.39
CHID1,335,0.153,0.1,1.2,0.63,0.29
ECSIT,392,0.153,0.1,1.1,0.55,0.25
SIGMAR1,490,0.153,0.1,1.1,0.55,0.25
TXNDC12,1694,0.153,0.1,1.4,0.8,0.37
ZNF576,107,0.153,0.2,0.9,0.41,0.18
AEBP1,113,0.152,0.3,0.5,0.19,0.08
C8orf44,34,0.152,0.4,0.4,0.16,0.07
CHEK2,149,0.152,0.2,0.9,0.42,0.19
EID2,415,0.152,0.1,1,0.52,0.24
HNRNPCP1,9,0.152,0.7,0.2,0.09,0.03
IDH2,1312,0.152,0.1,1.4,0.78,0.36
LINC02019,22,0.152,0.5,0.3,0.12,0.05
MRM1,67,0.152,0.2,0.7,0.34,0.15
NDUFS7,398,0.152,0.1,1.1,0.59,0.27
PYCARD.AS1,38,0.152,0.3,0.6,0.25,0.1
RFC2,440,0.152,0.1,1.2,0.61,0.28
RNASEH2B.AS1,9,0.152,0.5,0.3,0.12,0.05
RNF5,914,0.152,0.1,1.2,0.65,0.3
SAP30L,855,0.152,0.2,0.8,0.4,0.18
SAR1A,1849,0.152,0.1,1.2,0.63,0.29
SMC6,548,0.152,0.2,0.8,0.38,0.17
SMYD5,305,0.152,0.2,0.7,0.31,0.13
SOWAHD,99,0.152,0.2,0.6,0.28,0.12
ZC3HC1,165,0.152,0.1,1.1,0.57,0.26
ZFAND2A,232,0.152,0.2,0.7,0.3,0.13
ZNF84,324,0.152,0.1,1,0.53,0.24
ALDH5A1,340,0.151,0.3,0.4,0.18,0.07
ANKRD37,39,0.151,0.2,0.8,0.35,0.15
B3GALT4,215,0.151,0.1,1.1,0.58,0.26
C1orf174,413,0.151,0.1,1.3,0.68,0.31
C3orf38,629,0.151,0.2,0.8,0.4,0.18
DBN1,132,0.151,0.3,0.6,0.26,0.11
DENND1B,433,0.151,0.1,1.2,0.66,0.3
ENC1,292,0.151,0.3,0.6,0.24,0.1
EVA1B,81,0.151,0.2,0.7,0.29,0.12
FAAP20,301,0.151,0.1,1.1,0.58,0.26
LCLAT1,175,0.151,0.2,0.6,0.27,0.12
MYC,1424,0.151,0.3,0.6,0.26,0.11
QTRT1,164,0.151,0.2,0.7,0.34,0.15
SAT2,718,0.151,0.2,0.8,0.39,0.17
TAGAP.AS1,57,0.151,0.3,0.5,0.23,0.1
TCTN3,472,0.151,0.1,1.3,0.69,0.31
TIAM2,46,0.151,0.2,0.6,0.27,0.11
TM7SF2,55,0.151,0.2,0.8,0.37,0.16
TPST1,49,0.151,0.4,0.4,0.16,0.07
TRO,12,0.151,0.6,0.3,0.1,0.04
UBL7.DT,95,0.151,0.1,1.1,0.56,0.25
ACADS,176,0.15,0.1,1,0.52,0.24
AIMP1,1334,0.15,0.1,1.5,0.91,0.43
ARPC3P3,8,0.15,0.4,0.3,0.14,0.06
CCZ1,981,0.15,0.2,0.9,0.42,0.19
CKMT2.AS1,94,0.15,0.3,0.6,0.24,0.1
CNBP,11997,0.15,0.1,1.6,0.92,0.43
COMMD9,1034,0.15,0.2,0.8,0.36,0.16
DMWD,143,0.15,0.2,0.8,0.35,0.15
EPCIP.AS1,48,0.15,0.3,0.5,0.2,0.08
FARSA,535,0.15,0.1,1.3,0.71,0.33
GPX1,6477,0.15,0.3,0.5,0.19,0.08
HDDC3,196,0.15,0.1,1.1,0.54,0.24
IFT140,57,0.15,0.3,0.6,0.25,0.11
MCPH1.AS1,78,0.15,0.3,0.5,0.2,0.08
NARS2,222,0.15,0.2,0.7,0.29,0.12
NMD3,1070,0.15,0.1,1.2,0.62,0.28
PTMAP5,16,0.15,0.3,0.5,0.21,0.09
UBE2M,696,0.15,0.1,1.9,1.28,0.63
ZNF628,70,0.15,0.2,0.6,0.28,0.12
ADAM19,811,0.149,0.2,0.7,0.34,0.15
CALM1,13040,0.149,0.2,1,0.48,0.21
CDIN1,64,0.149,0.2,0.6,0.27,0.11
LINC02356,8,0.149,0.6,0.2,0.09,0.04
NECAP2,2769,0.149,0.1,1.3,0.71,0.33
NGRN,753,0.149,0.2,1,0.47,0.21
PDE6B,114,0.149,0.3,0.5,0.21,0.09
PRR13,3729,0.149,0.1,1.7,1.03,0.49
RMDN2,115,0.149,0.2,0.9,0.43,0.19
SKA2,588,0.149,0.1,1,0.53,0.24
SLC39A4,54,0.149,0.2,0.7,0.29,0.13
SPTA1,9,0.149,1,0.2,0.06,0.02
UBE2W,824,0.149,0.2,0.7,0.31,0.13
UNK,354,0.149,0.1,1.3,0.74,0.34
ZNF239,32,0.149,0.3,0.4,0.17,0.07
ZNF414,104,0.149,0.2,0.6,0.28,0.12
BLVRA,1231,0.148,0.3,0.6,0.24,0.1
BNIP3,274,0.148,0.2,0.9,0.45,0.2
CPNE1,1760,0.148,0.1,1.2,0.62,0.28
CTU2,94,0.148,0.2,0.9,0.46,0.21
JAM3,170,0.148,0.3,0.5,0.19,0.08
LIMCH1,9,0.148,0.5,0.3,0.11,0.05
LMOD3,22,0.148,0.3,0.5,0.2,0.08
MOSPD3,143,0.148,0.1,1.1,0.58,0.26
MSR1,249,0.148,0.4,0.4,0.14,0.06
MTCH2,972,0.148,0.2,1,0.48,0.21
MTDHP3,8,0.148,0.6,0.3,0.1,0.04
POLR1HASP.1,658,0.148,0.3,0.5,0.2,0.08
PRPSAP2,777,0.148,0.2,0.9,0.45,0.2
VPS72,632,0.148,0.1,1.4,0.83,0.39
WDSUB1,205,0.148,0.2,0.8,0.38,0.17
API5,3357,0.147,0.1,1.1,0.57,0.26
CD99,2809,0.147,0.2,0.7,0.31,0.14
CSTA,1650,0.147,0.3,0.5,0.21,0.09
GEMIN8,153,0.147,0.2,1,0.47,0.21
HNRNPA1L3,263,0.147,0.2,0.9,0.42,0.19
RNASE4,201,0.147,0.4,0.3,0.14,0.06
RPL13P12,446,0.147,0.8,0.2,0.07,0.03
SRSF9,1841,0.147,0.1,1.2,0.61,0.28
TRAPPC2,522,0.147,0.1,1.1,0.56,0.25
TRIP6,75,0.147,0.2,0.7,0.3,0.13
UBE2V2,1173,0.147,0.1,1.6,0.98,0.46
ZNF492,7,0.147,0.6,0.2,0.09,0.04
ZSWIM8,557,0.147,0.3,0.5,0.2,0.08
ATL3,2013,0.146,0.1,1.1,0.54,0.24
CENPO,146,0.146,0.2,0.6,0.26,0.11
FADD,360,0.146,0.2,0.7,0.3,0.13
GABPB1,426,0.146,0.1,1,0.53,0.24
HERPUD2,1243,0.146,0.1,1.3,0.73,0.34
LINC00920,96,0.146,0.2,0.7,0.3,0.13
OAZ1,16641,0.146,0.2,0.8,0.39,0.17
PCK2,445,0.146,0.1,1.1,0.55,0.25
PRKACB,3968,0.146,0.3,0.5,0.23,0.1
PSMD11,879,0.146,0.1,1,0.53,0.24
SLC52A2,212,0.146,0.1,1.1,0.55,0.25
SMARCAL1,364,0.146,0.1,1.5,0.9,0.42
SRSF8,1583,0.146,0.2,0.8,0.38,0.17
TARS1,1224,0.146,0.1,1,0.49,0.22
TRMT5,232,0.146,0.3,0.6,0.24,0.1
ZMAT2,2396,0.146,0.1,1.2,0.67,0.31
ARFIP2,382,0.145,0.1,1.2,0.63,0.29
ARL2BP,1188,0.145,0.2,0.7,0.32,0.14
CCDC18,71,0.145,0.4,0.4,0.14,0.06
EIF5AL1,16,0.145,0.5,0.3,0.11,0.04
ERGIC2,692,0.145,0.2,0.8,0.37,0.16
IFT52,446,0.145,0.1,1.2,0.66,0.3
KRBOX4,296,0.145,0.2,0.9,0.45,0.2
MTREX,1439,0.145,0.2,0.8,0.4,0.17
POLR1C,200,0.145,0.1,1,0.48,0.22
RCHY1,863,0.145,0.1,1,0.5,0.23
TMEM50B,1157,0.145,0.1,1.3,0.71,0.32
ZFAND2B,343,0.145,0.1,1.2,0.61,0.28
ZNRF2,888,0.145,0.1,1.1,0.58,0.26
ALG13,482,0.144,0.1,1,0.53,0.24
CARD16,2231,0.144,0.2,0.6,0.27,0.12
DERA,575,0.144,0.2,0.7,0.33,0.14
DTX2,185,0.144,0.1,1.1,0.54,0.24
KDM8,72,0.144,0.2,0.7,0.33,0.15
KLF13,5746,0.144,0.2,0.9,0.41,0.18
LMBRD1,1659,0.144,0.1,1.3,0.71,0.33
MYOM1,64,0.144,0.4,0.3,0.13,0.05
NCK1,1144,0.144,0.1,1.1,0.56,0.25
NOTCH4,61,0.144,0.2,0.6,0.26,0.11
SERF1A,89,0.144,0.8,0.2,0.07,0.03
TRAV8.6,54,0.144,0.4,0.4,0.17,0.07
ZBTB48,249,0.144,0.3,0.6,0.24,0.1
BTK,2096,0.143,0.2,0.9,0.44,0.2
CCT6A,3025,0.143,0.1,1.1,0.59,0.27
EDEM2,658,0.143,0.1,1.2,0.62,0.28
IMP4,706,0.143,0.1,1.3,0.73,0.34
MGAT4A,1758,0.143,0.2,0.9,0.41,0.18
PARTICL,30,0.143,0.2,0.6,0.25,0.11
PIEZO1,1071,0.143,0.3,0.5,0.2,0.08
PPP1R16B,970,0.143,0.3,0.5,0.23,0.09
PPP4R3A,2427,0.143,0.1,1.3,0.73,0.34
RNF139,1377,0.143,0.1,1.2,0.65,0.3
SCP2,2713,0.143,0.1,1,0.53,0.24
SHF,19,0.143,0.4,0.4,0.15,0.06
SLC25A15,160,0.143,0.2,0.9,0.43,0.19
SLC35B3,350,0.143,0.1,1.3,0.68,0.31
USP6NL,317,0.143,0.2,0.8,0.36,0.16
ZNF133,108,0.143,0.2,0.9,0.42,0.19
ZNF674.AS1,51,0.143,0.2,0.6,0.27,0.11
ADO,489,0.142,0.1,0.9,0.46,0.21
APBB2,27,0.142,0.6,0.2,0.09,0.04
ATP8A2,51,0.142,0.4,0.3,0.13,0.05
C19orf44,68,0.142,0.3,0.4,0.17,0.07
CCDC124,466,0.142,0.1,1.2,0.66,0.3
CEP57,1163,0.142,0.1,1.5,0.84,0.39
COP1,1177,0.142,0.2,0.9,0.42,0.19
CPSF3,832,0.142,0.1,1.5,0.89,0.42
FAM27C,6,0.142,0.7,0.2,0.07,0.03
HLA.DRB1,15384,0.142,0.2,0.9,0.42,0.19
IGIP,148,0.142,0.3,0.5,0.23,0.09
LINC00667,603,0.142,0.1,1.1,0.56,0.26
MTIF3,600,0.142,0.1,1.3,0.75,0.35
NUDT4,1914,0.142,0.1,1,0.51,0.23
ODC1,1878,0.142,0.2,0.6,0.26,0.11
PGM1,556,0.142,0.1,1.1,0.55,0.25
RAP1GDS1,994,0.142,0.1,1.1,0.59,0.27
TGIF2,556,0.142,0.1,1.1,0.57,0.26
TMEM183BP,8,0.142,0.4,0.3,0.12,0.05
TRBV14,82,0.142,0.4,0.4,0.14,0.06
WDR4,81,0.142,0.2,0.7,0.31,0.13
AGA,518,0.141,0.2,0.8,0.39,0.17
ATG4C,505,0.141,0.1,1,0.48,0.22
CFP,3090,0.141,0.3,0.5,0.23,0.1
CKAP2,502,0.141,0.2,0.8,0.4,0.17
CNOT8,3331,0.141,0.1,1.3,0.72,0.33
EIF2D,855,0.141,0.1,1.1,0.6,0.27
GPR75,8,0.141,0.7,0.2,0.08,0.03
HDAC1,2931,0.141,0.1,1.1,0.58,0.27
MTG2,244,0.141,0.2,0.9,0.43,0.19
RAB22A,1004,0.141,0.1,1.6,0.96,0.45
SCAMP3,474,0.141,0.1,1.1,0.58,0.27
SNHG10,46,0.141,0.3,0.5,0.23,0.1
CDC16,794,0.14,0.2,0.8,0.4,0.18
HAUS7,188,0.14,0.2,0.7,0.29,0.13
NEU1,712,0.14,0.2,0.7,0.33,0.14
NOP56,1484,0.14,0.2,0.9,0.44,0.2
REPIN1.AS1,15,0.14,0.4,0.3,0.12,0.05
TFRC,844,0.14,0.2,0.9,0.45,0.2
WASL.DT,61,0.14,0.2,0.7,0.34,0.15
ABHD10,657,0.139,0.1,1,0.53,0.24
CLTB,628,0.139,0.1,1.2,0.61,0.28
GNL3,1041,0.139,0.1,1.4,0.83,0.39
HMGB2,2818,0.139,0.2,0.9,0.43,0.19
LYL1,523,0.139,0.2,0.6,0.27,0.12
NPM1P7,295,0.139,0.2,0.6,0.28,0.12
NUDT6,27,0.139,0.3,0.5,0.21,0.09
PCNP,3549,0.139,0.1,1.3,0.69,0.32
RAC2,7666,0.139,0.1,1.1,0.55,0.25
RINT1,302,0.139,0.1,1.1,0.55,0.25
RRS1.DT,8,0.139,0.7,0.2,0.08,0.03
SV2A,45,0.139,0.4,0.4,0.16,0.07
TMPRSS3,12,0.139,0.5,0.3,0.1,0.04
TRAV1.2,51,0.139,0.5,0.3,0.12,0.05
ABCB1,379,0.138,0.3,0.4,0.16,0.07
BCAP29,646,0.138,0.1,1.1,0.59,0.27
CYB5B,1451,0.138,0.1,1,0.5,0.22
DUSP5,352,0.138,0.2,0.6,0.28,0.12
ERP29,5228,0.138,0.1,1.6,0.94,0.44
HERC2P9.1,80,0.138,0.5,0.3,0.12,0.05
MON1A,116,0.138,0.2,0.9,0.42,0.18
OTUD7A,8,0.138,0.5,0.3,0.11,0.05
RECQL,1775,0.138,0.2,0.8,0.37,0.16
SKIC2,465,0.138,0.3,0.5,0.23,0.1
VCF1,955,0.138,0.1,1.1,0.6,0.27
ZBTB9,151,0.138,0.3,0.5,0.19,0.08
CD7,1535,0.137,0.3,0.5,0.2,0.08
FARS2,235,0.137,0.2,0.9,0.42,0.19
FBLN5,199,0.137,0.4,0.3,0.12,0.05
PTGFRN,93,0.137,0.6,0.2,0.08,0.03
RAP1B,11637,0.137,0.2,0.8,0.35,0.15
SGCE,34,0.137,0.5,0.3,0.11,0.05
TAF9B,457,0.137,0.2,0.7,0.33,0.15
TRIM4,933,0.137,0.2,0.6,0.28,0.12
TTC24,34,0.137,0.4,0.3,0.12,0.05
ZNF429,178,0.137,0.2,0.6,0.25,0.11
AP4S1,244,0.136,0.2,0.7,0.33,0.14
BORCS5,156,0.136,0.2,0.6,0.24,0.1
COQ6,132,0.136,0.2,0.7,0.3,0.13
DUSP22,1365,0.136,0.1,1,0.48,0.22
FXYD5,4660,0.136,0.1,1.1,0.58,0.26
GALK1,221,0.136,0.2,0.6,0.24,0.1
GBP4,2604,0.136,0.3,0.5,0.21,0.09
HERC2,423,0.136,0.2,0.6,0.27,0.11
MRPL30,730,0.136,0.2,0.8,0.39,0.17
NAA80,82,0.136,0.2,0.7,0.34,0.15
NIFK,843,0.136,0.1,1.1,0.6,0.27
PCCB,447,0.136,0.1,1,0.49,0.22
PRKY.1,254,0.136,1.2,0.1,0.04,0.02
TEX10,312,0.136,0.1,0.9,0.44,0.2
TIMM13,346,0.136,0.1,1,0.48,0.21
TRRAP,849,0.136,0.1,1,0.52,0.23
VMA22,968,0.136,0.1,1.4,0.76,0.35
ARL6IP5,9058,0.135,0.1,1,0.5,0.23
DOCK10,1773,0.135,0.1,1,0.5,0.22
EBLN3P,1896,0.135,0.2,0.7,0.3,0.13
IKBKE,547,0.135,0.1,1,0.49,0.22
KATNA1,362,0.135,0.1,1.2,0.64,0.29
LAP3,2380,0.135,0.3,0.4,0.17,0.07
NOL7,1021,0.135,0.1,1.4,0.8,0.37
PDSS1,83,0.135,0.3,0.5,0.22,0.09
RING1,501,0.135,0.1,1.3,0.75,0.35
TUFM,2200,0.135,0.1,1.1,0.58,0.26
UCP2,5814,0.135,0.1,1.3,0.7,0.32
UGP2,2812,0.135,0.1,1,0.5,0.23
ANKAR,39,0.134,0.3,0.4,0.16,0.07
ARL3,229,0.134,0.2,0.7,0.33,0.14
COX18,384,0.134,0.1,1.2,0.63,0.29
FAM110C,15,0.134,0.4,0.3,0.13,0.05
GNB5,578,0.134,0.2,0.6,0.25,0.11
MBD5,231,0.134,0.2,0.6,0.25,0.1
MTCO3P12,40,0.134,0.7,0.2,0.08,0.03
NICN1,109,0.134,0.2,0.7,0.3,0.13
RASAL2,31,0.134,0.3,0.4,0.16,0.07
RBM42,703,0.134,0.1,1.3,0.72,0.33
TAS2R20,9,0.134,0.5,0.3,0.11,0.04
TOX.DT,47,0.134,0.4,0.4,0.14,0.06
U2AF1,1527,0.134,0.2,0.6,0.24,0.1
UST,143,0.134,0.2,0.7,0.3,0.13
ZMPSTE24.DT,131,0.134,0.2,0.7,0.29,0.12
ZNF711,37,0.134,0.3,0.4,0.18,0.07
ZNF717,78,0.134,0.2,0.6,0.26,0.11
CD99P1.1,24,0.133,0.9,0.2,0.06,0.02
GPATCH4,305,0.133,0.2,0.6,0.28,0.12
INSIG1,1345,0.133,0.1,0.9,0.43,0.19
MACROH2A2,88,0.133,0.2,0.6,0.28,0.12
MSANTD7,333,0.133,0.1,0.9,0.43,0.19
OAT,1168,0.133,0.1,1.1,0.6,0.27
TNFRSF12A,10,0.133,0.5,0.2,0.1,0.04
UBE2I,2552,0.133,0.1,1.6,0.98,0.46
UGGT2,50,0.133,0.4,0.4,0.14,0.06
WDR18,179,0.133,0.2,0.6,0.28,0.12
BLMH,808,0.132,0.1,1.1,0.59,0.27
BORCS6,312,0.132,0.2,0.8,0.38,0.17
C9orf43,7,0.132,0.7,0.2,0.08,0.03
CCDC71,245,0.132,0.1,1.1,0.57,0.26
CLEC10A,793,0.132,0.3,0.4,0.18,0.08
CPOX,337,0.132,0.2,0.8,0.35,0.15
EIF3C,4542,0.132,0.2,0.6,0.27,0.12
KIR2DL4,14,0.132,0.7,0.2,0.07,0.03
LARS2,261,0.132,0.2,0.6,0.29,0.12
PUS1,237,0.132,0.1,0.9,0.45,0.2
PYCARD,809,0.132,0.2,0.6,0.24,0.1
QSOX1,1056,0.132,0.2,0.6,0.26,0.11
RMI1,329,0.132,0.2,0.8,0.36,0.16
RPP21,140,0.132,0.2,0.8,0.39,0.17
TDRD7,479,0.132,0.2,0.7,0.29,0.12
TRAF5,680,0.132,0.2,0.6,0.28,0.12
UFM1,1713,0.132,0.1,2.5,1.89,0.96
UPF3A,714,0.132,0.1,0.9,0.44,0.2
ZNF571,93,0.132,0.2,0.5,0.23,0.1
ZNF599,59,0.132,0.3,0.5,0.21,0.09
CAPS2,27,0.131,0.3,0.4,0.15,0.06
KIF9.AS1,25,0.131,0.2,0.5,0.23,0.1
LXN,91,0.131,0.2,0.6,0.27,0.12
PPP1R12A.AS1,11,0.131,0.4,0.3,0.13,0.05
PRPF38A,1411,0.131,0.1,1.4,0.76,0.35
R3HCC1,385,0.131,0.1,1.4,0.8,0.37
RBMX2,576,0.131,0.1,1.4,0.81,0.37
SNHG14,669,0.131,0.2,0.6,0.26,0.11
SNX14,1340,0.131,0.1,1.1,0.56,0.25
SOX13,57,0.131,0.3,0.4,0.17,0.07
UTP6,993,0.131,0.1,1.2,0.67,0.31
CMPK1,6268,0.13,0.2,0.8,0.39,0.17
ESAM.AS1,19,0.13,0.7,0.2,0.07,0.03
HLA.DPA1,16730,0.13,0.1,1.1,0.53,0.24
LAIR1,1321,0.13,0.2,0.8,0.39,0.17
LINC00402,514,0.13,0.3,0.4,0.16,0.07
MRPL42,876,0.13,0.1,1,0.51,0.23
NUDT9,337,0.13,0.1,1.2,0.62,0.28
OGFOD3,265,0.13,0.1,0.9,0.46,0.21
RNF34,777,0.13,0.1,1,0.51,0.23
TRAV1.1,15,0.13,0.6,0.2,0.08,0.03
TYW5,183,0.13,0.2,0.7,0.29,0.13
ZNF90,29,0.13,0.3,0.5,0.19,0.08
HEIH,766,0.129,0.2,0.8,0.39,0.17
KCNK13,53,0.129,0.4,0.3,0.12,0.05
PRAF2,230,0.129,0.2,0.6,0.26,0.11
TRMT10A,124,0.129,0.2,0.6,0.27,0.12
BAX,805,0.128,0.1,1.1,0.54,0.24
EZR,3974,0.128,0.2,0.8,0.37,0.16
GABARAPL1,475,0.128,0.2,0.7,0.3,0.13
GPATCH11,719,0.128,0.2,0.8,0.35,0.16
MIS18A,136,0.128,0.2,0.7,0.31,0.14
POLD2,386,0.128,0.2,0.8,0.36,0.16
PPP3CA.DT,33,0.128,0.3,0.5,0.21,0.09
ROCK1P1.1,15,0.128,0.5,0.3,0.1,0.04
VOPP1,2404,0.128,0.2,0.8,0.4,0.18
ZDHHC24,275,0.128,0.1,1.4,0.77,0.36
ZIK1,130,0.128,0.3,0.4,0.17,0.07
ZNF614,225,0.128,0.2,0.6,0.28,0.12
AIFM2,50,0.127,0.2,0.6,0.25,0.11
ARL6IP6,449,0.127,0.2,0.7,0.29,0.12
C8orf44.SGK3,8,0.127,1,0.1,0.05,0.02
CASP7,578,0.127,0.1,0.9,0.42,0.19
HERC3.1,37,0.127,2.1,0.1,0.02,0.01
HHEX,1233,0.127,0.2,0.7,0.32,0.14
PLXNA1,117,0.127,0.4,0.4,0.14,0.06
ANAPC13,863,0.126,0.1,0.9,0.45,0.2
ARL6,72,0.126,0.3,0.4,0.18,0.07
CENPL,95,0.126,0.3,0.5,0.2,0.08
CPSF4,302,0.126,0.1,1.1,0.54,0.24
CROT,180,0.126,0.1,0.9,0.42,0.19
DMTF1.AS1,13,0.126,0.4,0.3,0.13,0.05
FNDC10,64,0.126,0.2,0.7,0.31,0.13
FXN,254,0.126,0.1,0.9,0.44,0.2
GPR137,103,0.126,0.2,0.6,0.24,0.1
INTS12,331,0.126,0.1,1.4,0.77,0.36
ITGB1,12383,0.126,0.2,0.7,0.32,0.14
LINC00526,105,0.126,0.2,0.5,0.22,0.09
OLMALINC,22,0.126,0.4,0.3,0.13,0.05
RASSF1,607,0.126,0.2,0.6,0.25,0.1
RNF141,1409,0.126,0.1,0.9,0.41,0.18
SIGLEC11,16,0.126,0.5,0.3,0.11,0.04
TNFSF10,4206,0.126,0.3,0.4,0.15,0.06
UGCG,753,0.126,0.2,0.6,0.24,0.1
ACTL6A,804,0.125,0.1,1,0.49,0.22
C6orf62,5284,0.125,0.1,1.1,0.54,0.25
CD3G,2372,0.125,0.3,0.4,0.17,0.07
CHAF1B,45,0.125,0.3,0.4,0.16,0.07
HEXB,2466,0.125,0.2,0.6,0.25,0.11
HM13,1822,0.125,0.1,0.9,0.43,0.19
ITGA3,63,0.125,0.3,0.4,0.14,0.06
JMJD4,159,0.125,0.1,1,0.48,0.22
LMNA,635,0.125,0.4,0.3,0.12,0.05
LTV1,533,0.125,0.1,1.7,1.08,0.52
MORC2.AS1,76,0.125,0.2,0.7,0.3,0.13
PEX14,208,0.125,0.1,1,0.47,0.21
PKIB,46,0.125,0.3,0.4,0.16,0.07
PPP2R3A,28,0.125,0.3,0.5,0.19,0.08
RCE1,136,0.125,0.1,1.2,0.6,0.27
RHOBTB2,343,0.125,0.2,0.7,0.31,0.13
TSN,1957,0.125,0.1,1,0.48,0.22
ZNF222,80,0.125,0.3,0.5,0.21,0.09
B4GALT7,165,0.124,0.2,0.7,0.33,0.14
CARINH,216,0.124,0.2,0.6,0.24,0.1
CHGB,6,0.124,0.6,0.2,0.07,0.03
DDX11L2.2,30,0.124,0.8,0.2,0.06,0.02
DEF8,659,0.124,0.2,0.6,0.28,0.12
EIF3D,5294,0.124,0.1,1.1,0.6,0.27
ERAL1,363,0.124,0.1,1.1,0.59,0.27
FAM32A,1753,0.124,0.1,1,0.51,0.23
LINC00847,375,0.124,0.2,0.8,0.35,0.16
MCM8,120,0.124,0.3,0.4,0.17,0.07
PSMD7,1568,0.124,0.1,1.2,0.61,0.28
TC2N,2664,0.124,0.3,0.4,0.17,0.07
VPS25,531,0.124,0.1,0.9,0.42,0.19
APH1A,2697,0.123,0.1,1.3,0.72,0.33
ARHGAP11A.DT,55,0.123,0.2,0.6,0.24,0.1
GCNT1,585,0.123,0.2,0.6,0.26,0.11
KARS1,3512,0.123,0.1,1.3,0.71,0.33
PCGF1,156,0.123,0.1,1,0.48,0.22
RBM38,1373,0.123,0.2,0.7,0.32,0.14
U2AF1L4,251,0.123,0.2,0.6,0.27,0.11
UCHL5,854,0.123,0.2,0.8,0.36,0.16
VAMP4,714,0.123,0.1,0.9,0.45,0.2
VPS13B.DT,8,0.123,0.4,0.3,0.12,0.05
YJU2,261,0.123,0.1,1.2,0.63,0.29
ZNF75D,366,0.123,0.2,0.8,0.38,0.17
AMFR,1798,0.122,0.1,0.9,0.46,0.2
ARFRP1,423,0.122,0.1,1.2,0.66,0.3
ASPSCR1,195,0.122,0.2,0.7,0.34,0.15
C17orf100,50,0.122,0.2,0.7,0.29,0.12
C8orf33,624,0.122,0.1,0.8,0.38,0.17
CD164,9671,0.122,0.1,0.9,0.42,0.19
CEP20,917,0.122,0.1,1.1,0.59,0.27
DUSP12,311,0.122,0.1,1.2,0.67,0.31
FAHD1,332,0.122,0.1,0.8,0.4,0.18
FH,731,0.122,0.1,1.2,0.64,0.29
GIMAP7,5524,0.122,0.3,0.5,0.19,0.08
GTF2H1,704,0.122,0.1,1.3,0.71,0.33
HSP90AB1,11780,0.122,0.2,0.8,0.35,0.15
KHDRBS1,4015,0.122,0.1,1.6,0.93,0.43
PNRC2,4492,0.122,0.2,0.7,0.34,0.15
POLRMT,359,0.122,0.2,0.5,0.22,0.09
REV3L,439,0.122,0.1,0.8,0.4,0.18
SERPINF2,43,0.122,0.4,0.3,0.13,0.05
SGCB,129,0.122,0.2,0.5,0.21,0.09
THTPA,150,0.122,0.2,0.7,0.33,0.15
TRAV29DV5,100,0.122,0.4,0.3,0.13,0.05
UTP3,1117,0.122,0.1,1.1,0.59,0.27
BCL2L14,14,0.121,0.7,0.2,0.06,0.03
BLOC1S5,603,0.121,0.2,0.6,0.28,0.12
CD300A,2133,0.121,0.3,0.5,0.2,0.08
HSPBP1,223,0.121,0.2,0.7,0.31,0.14
IFIT2,1029,0.121,0.4,0.3,0.11,0.04
MCEMP1,526,0.121,0.4,0.3,0.12,0.05
NAP1L1,18750,0.121,0.1,0.9,0.45,0.2
NRL,29,0.121,0.3,0.4,0.17,0.07
NSDHL,227,0.121,0.1,0.9,0.44,0.19
PSMB5,384,0.121,0.1,0.9,0.43,0.19
UQCRC1,1588,0.121,0.1,0.9,0.41,0.18
XNDC1N,21,0.121,0.3,0.4,0.14,0.06
ABCD3,722,0.12,0.2,0.7,0.33,0.14
ANKRD54,163,0.12,0.1,1.2,0.62,0.28
DCAF4,130,0.12,0.2,0.6,0.26,0.11
LIPT2.AS1,101,0.12,0.2,0.7,0.3,0.13
MED8,609,0.12,0.1,1.1,0.53,0.24
MRPL20.AS1,294,0.12,0.1,1,0.48,0.22
NCK1.DT,87,0.12,0.3,0.4,0.16,0.06
NOB1,678,0.12,0.1,0.9,0.46,0.2
POU5F1B,8,0.12,0.5,0.2,0.09,0.04
PYCR2,1206,0.12,0.1,0.9,0.46,0.21
