symbol,baseMean,log2FoldChange,lfcSE,stat,minus_log10_pvalue,minus_log10_padjvalue
TRIT1,272,0.046,0.1,0.3,0.13,0.05
VPS33A,996,0.046,0.1,0.3,0.13,0.06
ZDHHC6,778,0.046,0.1,0.3,0.13,0.05
BMI1,1516,0.045,0.2,0.3,0.1,0.04
CMAS,634,0.045,0.1,0.5,0.2,0.08
CST3,9151,0.045,0.2,0.2,0.07,0.03
DNAJC16,413,0.045,0.2,0.3,0.11,0.04
HAUS2,399,0.045,0.1,0.3,0.12,0.05
NFXL1,227,0.045,0.2,0.2,0.07,0.03
PF4V1,157,0.045,0.6,0.1,0.03,0.01
SUV39H1,163,0.045,0.2,0.3,0.11,0.05
ZNF195,342,0.045,0.2,0.3,0.11,0.04
ANKRD35,13,0.044,0.3,0.1,0.05,0.02
BABAM2,543,0.044,0.1,0.4,0.18,0.07
CAMSAP1.DT,12,0.044,0.4,0.1,0.04,0.01
CCT5.AS1,128,0.044,0.5,0.1,0.04,0.01
CTIF.AS1,7,0.044,1.1,0,0.01,0.01
GPNMB,31,0.044,0.4,0.1,0.04,0.01
HACD1,18,0.044,0.4,0.1,0.04,0.02
HNRNPA1P7,89,0.044,0.2,0.3,0.1,0.04
LINC00863,76,0.044,0.4,0.1,0.05,0.02
MMP24OS,489,0.044,0.1,0.3,0.13,0.05
MORF4L1P1,391,0.044,0.2,0.3,0.1,0.04
PAGR1,536,0.044,0.1,0.3,0.13,0.05
PTPN2,1359,0.044,0.1,0.4,0.15,0.06
RABL3,618,0.044,0.3,0.2,0.06,0.02
RPS10.NUDT3,314,0.044,0.2,0.3,0.1,0.04
RRAGA,844,0.044,0.1,0.3,0.13,0.05
SLC16A1.AS1,38,0.044,0.4,0.1,0.04,0.01
THOP1,152,0.044,0.2,0.2,0.07,0.03
ZBTB2,698,0.044,0.1,0.3,0.12,0.05
ZNF777,207,0.044,0.2,0.2,0.09,0.04
DTWD1,263,0.043,0.1,0.3,0.14,0.06
EIF4A1,10334,0.043,0.2,0.3,0.11,0.04
ERMARD,178,0.043,0.2,0.2,0.08,0.03
FKBP1B,42,0.043,0.3,0.1,0.05,0.02
FTH1P8,12,0.043,0.3,0.1,0.04,0.02
GABPB1.AS1,194,0.043,0.2,0.2,0.07,0.03
GPR89A,231,0.043,0.2,0.2,0.08,0.03
GRSF1,2092,0.043,0.1,0.4,0.17,0.07
HARS1,938,0.043,0.1,0.4,0.18,0.08
ISOC1,326,0.043,0.2,0.3,0.1,0.04
KBTBD4,302,0.043,0.2,0.2,0.07,0.03
LAPTM5,32494,0.043,0.1,0.5,0.19,0.08
LZTFL1,277,0.043,0.2,0.2,0.09,0.04
MARCKS,3057,0.043,0.2,0.2,0.07,0.03
MSANTD2.AS1,36,0.043,0.3,0.1,0.05,0.02
PDIA5,115,0.043,0.2,0.2,0.09,0.04
RABGGTB,698,0.043,0.1,0.3,0.11,0.05
SRP54,1090,0.043,0.1,0.4,0.18,0.07
TAMALIN,97,0.043,0.4,0.1,0.04,0.02
TMCC2,86,0.043,0.5,0.1,0.03,0.01
ZNF444,153,0.043,0.1,0.3,0.12,0.05
ACE,41,0.042,0.5,0.1,0.03,0.01
ACSF2,215,0.042,0.2,0.2,0.07,0.03
CSNK1E,383,0.042,0.2,0.2,0.08,0.03
DDRGK1,694,0.042,0.1,0.4,0.16,0.07
DOK4,23,0.042,0.3,0.1,0.05,0.02
E2F6,223,0.042,0.1,0.3,0.13,0.05
KLHL12,700,0.042,0.1,0.5,0.2,0.08
LIMD1.AS1,281,0.042,0.2,0.3,0.11,0.04
LRATD2,288,0.042,0.3,0.1,0.05,0.02
LYSMD4,101,0.042,0.3,0.1,0.05,0.02
MAGED4,21,0.042,1,0,0.02,0.01
MED29,922,0.042,0.1,0.4,0.18,0.07
OPN3,703,0.042,0.2,0.3,0.1,0.04
OSTM1,1637,0.042,0.1,0.4,0.15,0.06
PARP2,132,0.042,0.2,0.2,0.08,0.03
PKD2L2.DT,29,0.042,0.3,0.1,0.05,0.02
RANBP6,1072,0.042,0.2,0.2,0.09,0.04
RHOA,18525,0.042,0.1,0.4,0.14,0.06
RNF2,708,0.042,0.1,0.3,0.13,0.05
SF3B2,3489,0.042,0.1,0.6,0.25,0.11
TPGS2,608,0.042,0.1,0.3,0.11,0.05
ACTL10,25,0.041,0.3,0.2,0.06,0.02
AFTPH,1849,0.041,0.1,0.4,0.18,0.07
ARID5B,609,0.041,0.2,0.2,0.07,0.03
CCNI,12109,0.041,0.1,0.4,0.16,0.06
CEPT1,820,0.041,0.1,0.4,0.15,0.06
DCLRE1A,217,0.041,0.2,0.2,0.07,0.03
DLAT,659,0.041,0.2,0.3,0.1,0.04
HPCAL1,918,0.041,0.1,0.4,0.18,0.07
SCPEP1,2883,0.041,0.3,0.2,0.06,0.02
SCYL3,410,0.041,0.2,0.3,0.1,0.04
SMIM10L1,538,0.041,0.1,0.4,0.15,0.06
ZNF696,146,0.041,0.2,0.2,0.08,0.03
ABI3,917,0.04,0.2,0.2,0.07,0.03
ALDH16A1,548,0.04,0.2,0.3,0.1,0.04
COPZ1,2305,0.04,0.1,0.3,0.14,0.06
CWC27,555,0.04,0.1,0.4,0.16,0.07
DDX19B,653,0.04,0.1,0.4,0.14,0.06
DDX49,368,0.04,0.1,0.3,0.13,0.06
KCTD18,600,0.04,0.1,0.6,0.24,0.1
LINC01841,9,0.04,0.4,0.1,0.04,0.01
MED6,413,0.04,0.1,0.3,0.13,0.06
MTMR6,1315,0.04,0.2,0.3,0.1,0.04
RTN2,63,0.04,0.4,0.1,0.03,0.01
SH2D2A,393,0.04,0.3,0.1,0.05,0.02
SH3RF3,34,0.04,0.3,0.1,0.05,0.02
SLC4A1AP,648,0.04,0.1,0.5,0.2,0.08
SUPT5H,1698,0.04,0.1,0.3,0.11,0.05
TBCC,462,0.04,0.2,0.2,0.09,0.04
YARS1,1144,0.04,0.1,0.4,0.15,0.06
ANXA2R.OT1,677,0.039,0.2,0.2,0.09,0.04
DOCK8.AS1,26,0.039,0.3,0.1,0.05,0.02
INTS15,557,0.039,0.1,0.4,0.16,0.07
LINC01569,31,0.039,0.3,0.1,0.04,0.02
MANEA,392,0.039,0.2,0.2,0.06,0.02
MYO1D,112,0.039,0.3,0.1,0.05,0.02
PEAR1,97,0.039,0.4,0.1,0.03,0.01
PSMD1,1327,0.039,0.1,0.3,0.1,0.04
PTBP1,2907,0.039,0.1,0.5,0.23,0.09
SASH3,3883,0.039,0.1,0.5,0.19,0.08
SGF29,339,0.039,0.1,0.3,0.13,0.05
TCF7,5079,0.039,0.3,0.1,0.05,0.02
TMX4,3381,0.039,0.2,0.2,0.08,0.03
ZNF569,164,0.039,0.2,0.2,0.06,0.02
ZNF747,186,0.039,0.1,0.3,0.13,0.06
ANKRD34A,13,0.038,0.4,0.1,0.03,0.01
ARHGAP17,1049,0.038,0.1,0.3,0.11,0.05
CATSPERG,28,0.038,0.4,0.1,0.03,0.01
HACD2,1269,0.038,0.2,0.2,0.09,0.04
KNTC1,157,0.038,0.4,0.1,0.04,0.01
MKNK2,2102,0.038,0.1,0.4,0.16,0.06
ODC1.DT,39,0.038,0.4,0.1,0.04,0.01
RAP2C,1514,0.038,0.1,0.3,0.13,0.05
RTP5,9,0.038,0.5,0.1,0.03,0.01
SLC35C1,366,0.038,0.1,0.3,0.13,0.05
TASOR,2739,0.038,0.1,0.5,0.19,0.08
TMEM185B,505,0.038,0.1,0.3,0.13,0.06
TMEM204,346,0.038,0.3,0.1,0.05,0.02
VPS4A,1070,0.038,0.1,0.4,0.16,0.07
VPS51,1691,0.038,0.2,0.2,0.08,0.03
ZBTB20,91,0.038,0.3,0.1,0.04,0.02
ASCC3,858,0.037,0.1,0.3,0.11,0.04
AXL,32,0.037,0.4,0.1,0.04,0.01
BBS10,250,0.037,0.2,0.2,0.07,0.03
CAB39L,145,0.037,0.2,0.2,0.08,0.03
CAMK4,1689,0.037,0.4,0.1,0.04,0.01
GAPDH,27515,0.037,0.2,0.2,0.07,0.03
HPS3,1102,0.037,0.1,0.4,0.15,0.06
MUTYH,140,0.037,0.2,0.1,0.06,0.02
OXA1L,2130,0.037,0.1,0.4,0.15,0.06
RPUSD1,166,0.037,0.2,0.2,0.08,0.03
SPINDOC,91,0.037,0.2,0.2,0.07,0.03
TBC1D19,44,0.037,0.3,0.1,0.04,0.02
TIAL1,1733,0.037,0.1,0.3,0.12,0.05
TMEM201,62,0.037,0.2,0.2,0.07,0.03
ZC2HC1A,128,0.037,0.3,0.1,0.05,0.02
ZNF680,199,0.037,0.3,0.1,0.05,0.02
ACP2,313,0.036,0.2,0.2,0.07,0.03
AFG1L,58,0.036,0.3,0.1,0.04,0.01
ATG3,2713,0.036,0.2,0.2,0.07,0.03
CASTOR1,48,0.036,0.2,0.2,0.07,0.03
CYP4V2,612,0.036,0.2,0.2,0.08,0.03
HNRNPL,4454,0.036,0.1,0.4,0.18,0.07
KCNA6,13,0.036,0.5,0.1,0.03,0.01
MLLT10,570,0.036,0.1,0.3,0.11,0.04
PCBD2,207,0.036,0.1,0.3,0.14,0.06
PTGER2,1488,0.036,0.2,0.2,0.08,0.03
RAB1A,1849,0.036,0.2,0.2,0.08,0.03
SCAT8,31,0.036,0.3,0.1,0.04,0.02
SNAPC2,205,0.036,0.1,0.3,0.13,0.05
ZFAND4,301,0.036,0.2,0.2,0.08,0.03
ZNF672,471,0.036,0.1,0.4,0.15,0.06
CCNG2,1182,0.035,0.2,0.2,0.06,0.02
DPP7,1040,0.035,0.2,0.2,0.08,0.03
FAM114A2,530,0.035,0.1,0.3,0.14,0.06
GPBP1L1,2243,0.035,0.1,0.4,0.15,0.06
MAPK6,604,0.035,0.1,0.3,0.13,0.05
MRPS5,841,0.035,0.1,0.4,0.16,0.07
PELO,160,0.035,0.2,0.2,0.08,0.03
SNW1,1646,0.035,0.1,0.5,0.19,0.08
SYNGR1,80,0.035,0.2,0.2,0.06,0.02
TBC1D1,1517,0.035,0.1,0.3,0.1,0.04
TMEM115,309,0.035,0.1,0.3,0.11,0.05
TOE1,147,0.035,0.1,0.3,0.12,0.05
TRNT1,525,0.035,0.1,0.3,0.13,0.05
ZNF830,461,0.035,0.3,0.1,0.05,0.02
CCNE2,21,0.034,0.5,0.1,0.03,0.01
CORO1A,13426,0.034,0.1,0.5,0.19,0.08
DAZAP2,13991,0.034,0.1,0.3,0.12,0.05
FAM3A,270,0.034,0.2,0.2,0.08,0.03
GCLM,390,0.034,0.3,0.1,0.05,0.02
HNRNPA2B1,15415,0.034,0.1,0.4,0.18,0.07
LAMP3,53,0.034,0.5,0.1,0.03,0.01
LPP.AS2,31,0.034,0.3,0.1,0.04,0.02
RNF115,847,0.034,0.1,0.3,0.13,0.05
RRM2B,768,0.034,0.1,0.3,0.1,0.04
XYLB,23,0.034,0.4,0.1,0.03,0.01
ZNF761,295,0.034,0.1,0.3,0.14,0.06
ABCC1,984,0.033,0.1,0.3,0.12,0.05
ALKBH8,281,0.033,0.2,0.2,0.07,0.03
APOL2,742,0.033,0.2,0.2,0.06,0.02
DBNL,3479,0.033,0.1,0.3,0.12,0.05
GINM1,667,0.033,0.1,0.2,0.09,0.04
GOLGA7,1156,0.033,0.1,0.2,0.09,0.04
KYNU,885,0.033,0.3,0.1,0.04,0.02
MIER1,1752,0.033,0.1,0.3,0.1,0.04
OTUD6B.AS1,580,0.033,0.2,0.2,0.08,0.03
PPP2R1A,2273,0.033,0.1,0.3,0.14,0.06
RPAP3,924,0.033,0.1,0.3,0.11,0.04
SAV1,533,0.033,0.2,0.1,0.05,0.02
STARD7,3531,0.033,0.1,0.3,0.12,0.05
UBA3,1550,0.033,0.1,0.3,0.11,0.05
ARHGDIA,4254,0.032,0.1,0.3,0.12,0.05
BCOR,627,0.032,0.1,0.2,0.08,0.03
ETFBKMT,56,0.032,0.4,0.1,0.03,0.01
LINC02917,12,0.032,0.4,0.1,0.03,0.01
MAP10,102,0.032,0.2,0.1,0.05,0.02
MLH1,515,0.032,0.1,0.3,0.14,0.06
PGLS,849,0.032,0.2,0.2,0.07,0.03
PLRG1,934,0.032,0.1,0.3,0.12,0.05
RASSF7,109,0.032,0.2,0.2,0.06,0.03
RCC1,419,0.032,0.1,0.3,0.13,0.06
SCO1,480,0.032,0.1,0.3,0.1,0.04
CLCN1,7,0.031,0.9,0,0.01,0
DHRS4.AS1,492,0.031,0.1,0.2,0.09,0.03
DMAC2,440,0.031,0.1,0.2,0.09,0.04
HAGH,372,0.031,0.2,0.2,0.06,0.02
LAMB1,13,0.031,0.5,0.1,0.02,0.01
LRWD1,143,0.031,0.2,0.2,0.07,0.03
P2RY8,1838,0.031,0.2,0.2,0.07,0.03
PBXIP1,4339,0.031,0.2,0.1,0.05,0.02
RAB28,317,0.031,0.1,0.3,0.13,0.05
SLC35E4,40,0.031,0.3,0.1,0.04,0.02
ARAP1.AS1,57,0.03,0.9,0,0.01,0
BMP2K,586,0.03,0.2,0.2,0.07,0.03
C1orf115,83,0.03,0.3,0.1,0.03,0.01
CHKA,116,0.03,0.2,0.1,0.05,0.02
CLPTM1L,1299,0.03,0.1,0.3,0.12,0.05
EIF3J,1406,0.03,0.1,0.2,0.07,0.03
IL12RB1,610,0.03,0.2,0.2,0.06,0.02
KIAA1191,1096,0.03,0.1,0.3,0.1,0.04
MKKS,660,0.03,0.1,0.3,0.11,0.05
NEPRO,1064,0.03,0.1,0.3,0.1,0.04
PLEKHF1,192,0.03,0.4,0.1,0.03,0.01
RXYLT1,209,0.03,0.1,0.2,0.09,0.04
SLC25A25,244,0.03,0.2,0.2,0.07,0.03
ZMYM5,304,0.03,0.1,0.2,0.09,0.04
ZNF136,284,0.03,0.2,0.2,0.06,0.02
ZNF442,19,0.03,0.5,0.1,0.02,0.01
CDNF,27,0.029,0.3,0.1,0.04,0.02
CENPI,9,0.029,0.4,0.1,0.03,0.01
CROCCP3.1,76,0.029,0.4,0.1,0.03,0.01
GAR1.DT,15,0.029,0.3,0.1,0.03,0.01
GNB1L,52,0.029,0.2,0.1,0.04,0.02
H2BC5,97,0.029,0.4,0.1,0.02,0.01
HIVEP3,247,0.029,0.2,0.1,0.05,0.02
LIPT2,46,0.029,0.2,0.1,0.04,0.02
SEMA4B,529,0.029,0.2,0.1,0.05,0.02
SYNJ2,324,0.029,0.2,0.1,0.04,0.02
SYTL3,1475,0.029,0.2,0.1,0.04,0.02
TSC22D2,410,0.029,0.2,0.2,0.06,0.02
CAPG,2616,0.028,0.2,0.1,0.05,0.02
DNAJB5,53,0.028,0.2,0.1,0.05,0.02
DUS2,282,0.028,0.1,0.2,0.08,0.03
FIRRM,104,0.028,0.2,0.1,0.05,0.02
HLA.L.1,58,0.028,0.7,0,0.01,0
KMT2C,1320,0.028,0.2,0.2,0.06,0.02
NAALADL1,110,0.028,0.2,0.2,0.06,0.02
PEMT,81,0.028,0.1,0.2,0.07,0.03
REEP1,14,0.028,0.9,0,0.01,0
TM2D1,295,0.028,0.1,0.3,0.1,0.04
TMEM167A,2678,0.028,0.2,0.1,0.05,0.02
UBXN10,44,0.028,0.3,0.1,0.03,0.01
VDAC1,2029,0.028,0.1,0.2,0.09,0.04
ZNF71,131,0.028,0.2,0.2,0.07,0.03
AASDHPPT,985,0.027,0.2,0.2,0.06,0.02
ADISSP,619,0.027,0.2,0.1,0.04,0.02
ATP6V0C,2722,0.027,0.2,0.2,0.06,0.02
EIF1AD,376,0.027,0.1,0.2,0.09,0.04
GNAI3,2710,0.027,0.1,0.3,0.1,0.04
IFT74,147,0.027,0.2,0.2,0.07,0.03
MACROH2A1,5284,0.027,0.2,0.1,0.05,0.02
MAPKAP1,1142,0.027,0.1,0.2,0.07,0.03
METTL9,5233,0.027,0.2,0.2,0.06,0.02
MVB12A,212,0.027,0.2,0.2,0.06,0.03
NOP14.AS1,143,0.027,0.2,0.1,0.05,0.02
PLCE1,47,0.027,0.3,0.1,0.03,0.01
S100A10,5967,0.027,0.2,0.1,0.04,0.02
SLC66A1,84,0.027,0.3,0.1,0.04,0.01
ANXA9,14,0.026,0.5,0.1,0.02,0.01
CCR7,2645,0.026,0.4,0.1,0.02,0.01
DDX27,967,0.026,0.1,0.2,0.09,0.04
EEFSEC,282,0.026,0.1,0.2,0.08,0.03
EMC9,59,0.026,0.3,0.1,0.03,0.01
EXOC4,1182,0.026,0.1,0.2,0.08,0.03
FAM83G,88,0.026,0.2,0.1,0.04,0.02
GRK5,579,0.026,0.2,0.2,0.06,0.02
HCFC2,300,0.026,0.2,0.2,0.06,0.03
PES1,906,0.026,0.1,0.3,0.13,0.05
POMK,431,0.026,0.2,0.1,0.04,0.02
PRKCQ,596,0.026,0.2,0.1,0.04,0.02
SH3GL1P3,7,0.026,0.6,0,0.01,0.01
STK39,678,0.026,0.2,0.1,0.05,0.02
TRAV25,45,0.026,0.4,0.1,0.02,0.01
TRIM13,382,0.026,0.2,0.1,0.05,0.02
TUFT1,34,0.026,0.2,0.1,0.04,0.02
UBXN2A,388,0.026,0.1,0.2,0.07,0.03
XRCC4,269,0.026,0.2,0.1,0.05,0.02
CAPZB,6926,0.025,0.1,0.2,0.09,0.04
CASP1,4676,0.025,0.2,0.1,0.04,0.01
CORO2A,183,0.025,0.2,0.1,0.05,0.02
CYB5D2,177,0.025,0.2,0.2,0.06,0.02
DUSP19,40,0.025,0.3,0.1,0.04,0.01
EFL1,451,0.025,0.1,0.2,0.08,0.03
HNRNPA0,2900,0.025,0.1,0.2,0.07,0.03
MYG1.AS1,148,0.025,1,0,0.01,0
NELFA,338,0.025,0.1,0.2,0.09,0.03
NLE1,145,0.025,0.2,0.1,0.05,0.02
PHLDA1,59,0.025,0.3,0.1,0.03,0.01
PINK1,396,0.025,0.2,0.1,0.05,0.02
PKNOX1,371,0.025,0.2,0.2,0.06,0.02
SEPTIN7.DT,45,0.025,0.2,0.1,0.04,0.02
SLC44A1,1180,0.025,0.1,0.2,0.07,0.03
SMIM10,12,0.025,0.4,0.1,0.02,0.01
SSBP2,592,0.025,0.2,0.2,0.06,0.02
TMEM45B,67,0.025,0.4,0.1,0.02,0.01
TMEM67,47,0.025,0.3,0.1,0.03,0.01
ANP32E,2443,0.024,0.2,0.1,0.05,0.02
CYB5R1,784,0.024,0.1,0.2,0.06,0.02
GPBP1,3063,0.024,0.1,0.2,0.09,0.04
MIR762HG,49,0.024,0.2,0.1,0.04,0.02
MPST,269,0.024,0.2,0.1,0.04,0.01
SDC2,20,0.024,0.7,0,0.01,0
SWT1,134,0.024,0.2,0.1,0.05,0.02
TMEM237,79,0.024,0.2,0.1,0.04,0.01
TNFSF12,761,0.024,0.1,0.2,0.06,0.02
YIPF5,997,0.024,0.2,0.1,0.05,0.02
ANKS6,96,0.023,0.3,0.1,0.03,0.01
AP3B1,1205,0.023,0.1,0.2,0.08,0.03
ATF5,390,0.023,0.2,0.1,0.04,0.01
ATP1A3,92,0.023,0.3,0.1,0.03,0.01
CCDC13.AS2,27,0.023,0.3,0.1,0.03,0.01
FBXW4,382,0.023,0.2,0.1,0.04,0.02
GNPDA1,753,0.023,0.1,0.2,0.06,0.02
HLA.E,46371,0.023,0.1,0.2,0.07,0.03
LINC02916,12,0.023,0.4,0.1,0.02,0.01
MTA3,171,0.023,0.2,0.1,0.04,0.01
PRPF18,623,0.023,0.1,0.2,0.09,0.03
PTGR2,66,0.023,0.3,0.1,0.03,0.01
RBM22,1494,0.023,0.1,0.3,0.12,0.05
RETREG2,1863,0.023,0.1,0.3,0.1,0.04
RILP,134,0.023,0.3,0.1,0.03,0.01
UBAC1,524,0.023,0.2,0.1,0.05,0.02
ZNF671,231,0.023,0.2,0.1,0.04,0.02
BLZF1,272,0.022,0.1,0.2,0.07,0.03
CCDC137,271,0.022,0.2,0.1,0.05,0.02
CCDC15,29,0.022,0.3,0.1,0.03,0.01
CSGALNACT1,696,0.022,0.3,0.1,0.03,0.01
CTBS,834,0.022,0.2,0.1,0.04,0.02
ECHDC1,1620,0.022,0.1,0.2,0.08,0.03
MAP3K12,532,0.022,0.2,0.1,0.05,0.02
PLEKHA4,22,0.022,0.3,0.1,0.02,0.01
RIOX1,230,0.022,0.2,0.1,0.04,0.02
RNF121,206,0.022,0.1,0.2,0.07,0.03
SPDL1,137,0.022,0.2,0.1,0.05,0.02
THOC6,342,0.022,0.1,0.2,0.07,0.03
TIGD7,145,0.022,0.2,0.1,0.03,0.01
TLCD2,8,0.022,0.6,0,0.01,0
BORA,186,0.021,0.2,0.1,0.04,0.02
C1orf21,362,0.021,0.4,0.1,0.02,0.01
EOGT,223,0.021,0.2,0.1,0.05,0.02
FAM43A,190,0.021,0.3,0.1,0.03,0.01
HNRNPA3,6430,0.021,0.1,0.2,0.08,0.03
JPT2,617,0.021,0.2,0.1,0.04,0.02
NABP1,459,0.021,0.3,0.1,0.03,0.01
NARF,513,0.021,0.1,0.2,0.07,0.03
POLA2,250,0.021,0.2,0.1,0.04,0.02
PPP2R2B,191,0.021,0.4,0.1,0.02,0.01
PRMT3,242,0.021,0.2,0.1,0.05,0.02
SPN,4008,0.021,0.2,0.1,0.04,0.02
UTP23,641,0.021,0.2,0.1,0.05,0.02
ZUP1,188,0.021,0.2,0.1,0.04,0.02
AIFM1,564,0.02,0.1,0.2,0.07,0.03
ARHGAP25,2362,0.02,0.2,0.1,0.04,0.02
AZIN1,3398,0.02,0.1,0.1,0.05,0.02
C9orf78,2240,0.02,0.2,0.1,0.05,0.02
CASP9,221,0.02,0.1,0.1,0.05,0.02
CSNK2A2,910,0.02,0.1,0.2,0.07,0.03
ERCC6,328,0.02,0.1,0.1,0.05,0.02
IER5L.AS1,11,0.02,0.5,0,0.01,0.01
INSIG1.DT,49,0.02,0.3,0.1,0.02,0.01
LANCL1,744,0.02,0.2,0.1,0.04,0.01
LDAH,300,0.02,0.2,0.1,0.04,0.02
LINC00334,10,0.02,0.8,0,0.01,0
MAP3K10,103,0.02,0.4,0.1,0.02,0.01
NAA35,384,0.02,0.1,0.1,0.05,0.02
NDRG3,1058,0.02,0.1,0.2,0.06,0.02
PHYH,215,0.02,0.2,0.1,0.04,0.02
PUM3,294,0.02,0.2,0.1,0.05,0.02
RTL10,182,0.02,0.2,0.1,0.03,0.01
SASS6,88,0.02,0.2,0.1,0.03,0.01
XRRA1,230,0.02,0.3,0.1,0.03,0.01
YPEL3,1175,0.02,0.1,0.2,0.07,0.03
ZFP36L2,8103,0.02,0.2,0.1,0.04,0.02
ZNF552,167,0.02,0.1,0.2,0.06,0.02
ZNF79,75,0.02,0.2,0.1,0.04,0.02
ALG11,602,0.019,0.2,0.1,0.04,0.01
ATF1,819,0.019,0.2,0.1,0.05,0.02
CA3.AS1,21,0.019,0.5,0,0.01,0
CGAS,341,0.019,0.2,0.1,0.04,0.02
DPPA4,24,0.019,0.3,0.1,0.02,0.01
GFOD2,195,0.019,0.1,0.1,0.05,0.02
LITATS1,64,0.019,0.2,0.1,0.03,0.01
PAK4,99,0.019,0.2,0.1,0.04,0.01
PDIA4,1806,0.019,0.1,0.2,0.07,0.03
SH3BP5,1609,0.019,0.3,0.1,0.02,0.01
SUMF2,1713,0.019,0.2,0.1,0.04,0.02
ZNG1B,578,0.019,0.2,0.1,0.04,0.01
ALDOA,10992,0.018,0.2,0.1,0.04,0.02
ARGLU1,1850,0.018,0.3,0.1,0.02,0.01
BBOF1,57,0.018,0.3,0.1,0.02,0.01
BCL2,3616,0.018,0.3,0.1,0.02,0.01
BYSL,95,0.018,0.2,0.1,0.04,0.02
CDON,16,0.018,0.4,0,0.02,0.01
CTSH,3998,0.018,0.3,0.1,0.02,0.01
DARS2,248,0.018,0.2,0.1,0.04,0.02
DNAJA1,3647,0.018,0.1,0.1,0.05,0.02
FAM50A,768,0.018,0.1,0.1,0.05,0.02
FAM98C,143,0.018,0.2,0.1,0.03,0.01
FCGRT,2929,0.018,0.3,0.1,0.02,0.01
FPR3,132,0.018,0.3,0.1,0.02,0.01
GALE,104,0.018,0.2,0.1,0.03,0.01
HDX,56,0.018,0.3,0.1,0.02,0.01
ILK,2046,0.018,0.2,0.1,0.04,0.02
MAPKAPK5,531,0.018,0.1,0.1,0.05,0.02
OCEL1,193,0.018,0.1,0.1,0.05,0.02
PCYT2,206,0.018,0.1,0.1,0.05,0.02
PMM2,532,0.018,0.2,0.1,0.04,0.02
PSIP1,2682,0.018,0.2,0.1,0.04,0.02
SIKE1,638,0.018,0.1,0.2,0.06,0.02
SORBS1,13,0.018,0.5,0,0.01,0
TCTA,501,0.018,0.1,0.1,0.05,0.02
TPRN,102,0.018,0.1,0.1,0.05,0.02
ZKSCAN3,101,0.018,0.2,0.1,0.04,0.02
ZNF223,55,0.018,0.2,0.1,0.03,0.01
CCNI2,21,0.017,0.3,0.1,0.02,0.01
CDK2,226,0.017,0.1,0.1,0.04,0.02
ENO1,12487,0.017,0.1,0.1,0.04,0.02
FBXO45,400,0.017,0.2,0.1,0.04,0.01
FECH,419,0.017,0.1,0.1,0.04,0.02
GCDH,321,0.017,0.1,0.2,0.07,0.03
LINC02986,12,0.017,0.5,0,0.01,0
PAXIP1.DT,104,0.017,0.3,0.1,0.02,0.01
PITPNC1,1326,0.017,0.2,0.1,0.04,0.01
RAD52,237,0.017,0.3,0.1,0.02,0.01
TBL3,277,0.017,0.2,0.1,0.03,0.01
TCF7L2,405,0.017,0.3,0.1,0.02,0.01
TMEM276.ZFTRAF1,84,0.017,0.5,0,0.01,0
ATAD2,282,0.016,0.1,0.1,0.04,0.02
CTAGE4,7,0.016,0.8,0,0.01,0
DHDDS,273,0.016,0.2,0.1,0.04,0.01
FANCF,406,0.016,0.3,0.1,0.02,0.01
GLIPR2,3930,0.016,0.2,0.1,0.03,0.01
ING1,638,0.016,0.1,0.1,0.05,0.02
INTS1,529,0.016,0.2,0.1,0.02,0.01
IPO4,288,0.016,0.1,0.1,0.04,0.02
MMAA,171,0.016,0.2,0.1,0.03,0.01
PALB2,204,0.016,0.2,0.1,0.03,0.01
PDLIM2,575,0.016,0.1,0.2,0.06,0.02
PLCD4,10,0.016,0.7,0,0.01,0
PRDM11,95,0.016,0.2,0.1,0.03,0.01
TSPAN14.AS1,14,0.016,0.5,0,0.01,0
VDAC2,1748,0.016,0.1,0.2,0.06,0.03
ZFHX3.AS1,31,0.016,0.4,0,0.01,0.01
ALMS1P1.1,25,0.015,0.6,0,0.01,0
CCDC117,930,0.015,0.2,0.1,0.03,0.01
COG2,732,0.015,0.1,0.1,0.05,0.02
CSNK1G3,509,0.015,0.1,0.1,0.04,0.02
HSPA13,929,0.015,0.2,0.1,0.02,0.01
MEST,131,0.015,0.3,0.1,0.02,0.01
MTERF4,735,0.015,0.1,0.1,0.04,0.02
N4BP2L2,1948,0.015,0.1,0.1,0.04,0.01
PARP16,246,0.015,0.2,0.1,0.03,0.01
UBXN8,147,0.015,0.2,0.1,0.03,0.01
YWHAH,1966,0.015,0.2,0.1,0.03,0.01
ZNF792,315,0.015,0.2,0.1,0.03,0.01
ALCAM,597,0.014,0.2,0.1,0.02,0.01
CEMP1,29,0.014,0.7,0,0.01,0
LGALS2,1425,0.014,0.4,0,0.01,0
SLC35A5,844,0.014,0.2,0.1,0.03,0.01
TMIE,16,0.014,0.3,0,0.02,0.01
VAMP7,785,0.014,0.2,0.1,0.03,0.01
ZNF655,1495,0.014,0.1,0.2,0.06,0.02
ABRAXAS1,702,0.013,0.2,0.1,0.02,0.01
C1orf35,200,0.013,0.1,0.1,0.04,0.01
EIF5B,1556,0.013,0.1,0.1,0.04,0.02
FBH1,834,0.013,0.1,0.1,0.03,0.01
HDHD2,791,0.013,0.2,0.1,0.03,0.01
PIK3R3,55,0.013,0.3,0,0.02,0.01
PRDM5,8,0.013,0.6,0,0.01,0
